date,bagsit_river,bancal_river,bayaoas_river,bucao_river,bulsa_river_ds,bulsa_river_us,camiling_river_ds,camiling_river_us,dapya_river,dumoloc_river,lawis_river,malabobo_river,maloma_river,mapita_river,masinloc_river,pmb1,pmb2,pmb3,pmb4,sc1,sc2,sc3,sc4,sc5,SC5b,sc6,sc7,salasa_river
1993-11-26,,1140.2223645683591,1363.9652540556203,7957.887371192221,5501.026072106808,9797.061361536978,1457.5370509761613,8715.549418435661,551.7934411409983,802.379711223382,6134.609017956197,503.3234192344018,143.67982637562758,239.680435709248,355.60287419383747,21.149969181232237,56.54279978578714,47.260585934699925,62.18004450212167,74.7316418234582,115.56353323527269,73.76013780348681,38.96153058634835,77.66813908781118,,421.75022483505063,158.8859428157424,
1993-11-27,,1005.6214939955057,1363.9652540556203,7341.209919848815,5473.953481939964,9697.225723569609,1457.5370509761613,8715.549418435661,466.3567318941303,802.379711223382,5952.558773372296,503.3234192344018,125.47856441793262,239.680435709248,322.4285592928156,20.8469720536359,55.8276011003229,46.669473353317336,61.350703033908616,74.7316418234582,115.56353323527269,73.76013780348681,38.96153058634835,77.66813908781118,,421.75022483505063,158.8859428157424,
1993-11-28,,1022.4466028171123,1257.0782944411103,7418.294601266739,5477.337555710819,9709.705178315531,1426.4380207043985,8505.5690951925,477.0363205499887,739.6680964320669,5518.996250468189,464.6816883957197,127.7537221626445,220.91379724681636,303.4649932569787,19.263673612254102,51.56891377243588,43.108082472476546,56.67911156424308,69.00988107800949,106.70287685274431,68.09904812065943,35.97068135026648,71.6930360079912,,389.2779344330541,146.62613531992073,
1993-11-29,,1056.0968204603257,1257.0782944411103,7572.4639641025915,5484.1057032525305,9734.664087807374,1426.4380207043985,8505.5690951925,498.3954978617058,739.6680964320669,5564.508811614163,464.6816883957197,132.30403765206822,220.91379724681636,311.7585719822341,19.33942289415319,51.747713443801935,43.2558606178222,56.886446931296355,69.00988107800949,106.70287685274431,68.09904812065943,35.97068135026648,71.6930360079912,,389.2779344330541,146.62613531992073,
1993-11-30,,,1256.9410455791722,,,,,,,739.5456398326891,5632.777653333126,464.43063311944104,,220.88570507548133,324.1989400701173,19.45304681700182,52.01591295085102,43.477527835840675,57.19744998187625,68.96869696714427,106.6423521672724,68.06182931333326,35.95115980016849,71.65736599232781,,389.09087965190594,146.56230099463926,
1993-12-01,,1140.2223645683591,1256.9410455791722,7957.887371192221,5501.026072106808,9797.061361536978,1426.4380207043985,8505.5690951925,551.7934411409983,739.5456398326891,5678.290214479101,464.43063311944104,143.67982637562758,220.88570507548133,332.4925187953728,19.5287960989009,52.19471262221708,43.625305981186315,57.40478534892951,68.96869696714427,106.6423521672724,68.06182931333326,35.95115980016849,71.65736599232781,,389.09087965190594,146.56230099463926,
1993-12-02,,1173.8725822115723,1256.9410455791722,8112.056734028073,5507.794219648519,9822.020271028821,1426.4380207043985,8505.5690951925,573.1526184527154,739.5456398326891,5723.802775625077,464.43063311944104,148.2301418650513,220.88570507548133,340.78609752062835,19.604545380799987,52.37351229358315,43.77308412653197,57.612120715982776,68.96869696714427,106.6423521672724,68.06182931333326,35.95115980016849,71.65736599232781,,389.09087965190594,146.56230099463926,
1993-12-03,,1173.8725822115723,1150.1913348266,8112.056734028073,5507.794219648519,9822.020271028821,1395.3389904326357,8295.588771949342,573.1526184527154,676.956481640752,5267.483972147981,426.03995755703755,148.2301418650513,202.14715878438471,317.6757421221636,17.98337229846865,48.025425130013076,40.13780417301836,52.83686156279061,63.28812033256075,97.84222047021592,62.43795843783206,32.979832114184624,65.71793292817121,,356.8056440310575,134.36632782409905,
1993-12-04,,1173.8725822115723,1150.1913348266,8112.056734028073,5507.794219648519,9822.020271028821,1395.3389904326357,8295.588771949342,573.1526184527154,676.956481640752,5267.483972147981,426.03995755703755,148.2301418650513,202.14715878438471,317.6757421221636,17.98337229846865,48.025425130013076,40.13780417301836,52.83686156279061,63.28812033256075,97.84222047021592,62.43795843783206,32.979832114184624,65.71793292817121,,356.8056440310575,134.36632782409905,
1993-12-05,,1140.2223645683591,1150.1913348266,7957.887371192221,5501.026072106808,9797.061361536978,1395.3389904326357,8295.588771949342,551.7934411409983,676.956481640752,5221.971411002006,426.03995755703755,143.67982637562758,202.14715878438471,309.38216339690814,17.907623016569566,47.84662545864701,39.99002602767271,52.62952619573735,63.28812033256075,97.84222047021592,62.43795843783206,32.979832114184624,65.71793292817121,,356.8056440310575,134.36632782409905,
1993-12-06,,1140.2223645683591,1150.0540859646621,7957.887371192221,5501.026072106808,9797.061361536978,1395.3389904326357,8295.588771949342,551.7934411409983,676.834025041374,5221.971411002006,425.788902280759,143.67982637562758,202.11906661304968,309.38216339690814,17.907623016569566,47.84662545864701,39.99002602767271,52.62952619573735,63.24693622169555,97.78169578474403,62.400739630505875,32.96031056408662,65.68226291250782,,356.61858924990935,134.30249349881757,
1993-12-07,,1140.2223645683591,1150.0540859646621,7957.887371192221,5501.026072106808,9797.061361536978,1395.3389904326357,8295.588771949342,551.7934411409983,676.834025041374,5221.971411002006,425.788902280759,143.67982637562758,202.11906661304968,309.38216339690814,17.907623016569566,47.84662545864701,39.99002602767271,52.62952619573735,63.24693622169555,97.78169578474403,62.400739630505875,32.96031056408662,65.68226291250782,,356.61858924990935,134.30249349881757,
