date,bagsit_river,bancal_river,bayaoas_river,bucao_river,bulsa_river_ds,bulsa_river_us,camiling_river_ds,camiling_river_us,dapya_river,dumoloc_river,lawis_river,malabobo_river,maloma_river,mapita_river,masinloc_river,pmb1,pmb2,pmb3,pmb4,sc1,sc2,sc3,sc4,sc5,SC5b,sc6,sc7,salasa_river
1983-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-04-17,,,,,,,,,,,3208.679992423004,,,,482.89358617247836,6.801532242945478,16.938625869355185,14.070301131950139,19.189620701458164,,,,,,,,,
1983-04-18,,,,,,,,,,,3208.679992423004,,,,482.89358617247836,6.801532242945478,16.938625869355185,14.070301131950139,19.189620701458164,,,,,,,,,
1983-04-19,,,,,,,,,,,3208.679992423004,,,,482.89358617247836,6.801532242945478,16.938625869355185,14.070301131950139,19.189620701458164,,,,,,,,,
1983-04-20,,,,,,,,,,,3254.1925535689793,,,,491.18716489773385,6.877281524844563,17.11742554072125,14.21807927729579,19.39695606851143,,,,,,,,,
1983-04-21,,,,,,,,,,,3345.2176758609303,,,,507.77432234824494,7.028780088642733,17.47502488345337,14.513635567987091,19.811626802617962,,,,,,,,,
1983-04-22,,,,,,,,,,,3390.7302370069046,,,,516.0679010735004,7.104529370541819,17.65382455481943,14.66141371333274,20.018962169671227,,,,,,,,,
1983-04-23,,,,,,,,,,,3345.2176758609303,,,,507.77432234824494,7.028780088642733,17.47502488345337,14.513635567987091,19.811626802617962,,,,,,,,,
1983-04-24,,,,,,,,,,,3299.7051147149537,,,,499.4807436229893,6.953030806743647,17.296225212087307,14.36585742264144,19.604291435564697,,,,,,,,,
1983-04-25,,,,,,,,,,,3254.1925535689793,,,,491.18716489773385,6.877281524844563,17.11742554072125,14.21807927729579,19.39695606851143,,,,,,,,,
1983-04-26,,,,,,,,,,,3208.679992423004,,,,482.89358617247836,6.801532242945478,16.938625869355185,14.070301131950139,19.189620701458164,,,,,,,,,
1983-04-27,,,,,,,,,,,3208.679992423004,,,,482.89358617247836,6.801532242945478,16.938625869355185,14.070301131950139,19.189620701458164,,,,,,,,,
1983-04-28,,,,,,,,,,,3163.167431277029,,,,474.60000744722294,6.725782961046393,16.759826197989128,13.922522986604491,18.982285334404896,,,,,,,,,
1983-04-29,,,,,,,,,,,3208.679992423004,,,,482.89358617247836,6.801532242945478,16.938625869355185,14.070301131950139,19.189620701458164,,,,,,,,,
1983-04-30,,,,,,,,,,,3208.679992423004,,,,482.89358617247836,6.801532242945478,16.938625869355185,14.070301131950139,19.189620701458164,,,,,,,,,
1983-05-01,,,,,,,,,,,3254.1925535689793,,,,491.18716489773385,6.877281524844563,17.11742554072125,14.21807927729579,19.39695606851143,,,,,,,,,
1983-05-02,,,,,,,,,,,3117.6548701310544,,,,466.3064287219674,6.650033679147309,16.58102652662307,13.77474484125884,18.77494996735163,,,,,,,,,
1983-05-03,,,,,,,,,,,3208.679992423004,,,,482.89358617247836,6.801532242945478,16.938625869355185,14.070301131950139,19.189620701458164,,,,,,,,,
1983-05-04,,,,,,,,,,,3208.679992423004,,,,482.89358617247836,6.801532242945478,16.938625869355185,14.070301131950139,19.189620701458164,,,,,,,,,
1983-05-05,,,,,,,,,,,3208.679992423004,,,,482.89358617247836,6.801532242945478,16.938625869355185,14.070301131950139,19.189620701458164,,,,,,,,,
1983-05-06,,,,,,,,,,,3208.679992423004,,,,482.89358617247836,6.801532242945478,16.938625869355185,14.070301131950139,19.189620701458164,,,,,,,,,
1983-05-07,,,,,,,,,,,3208.679992423004,,,,482.89358617247836,6.801532242945478,16.938625869355185,14.070301131950139,19.189620701458164,,,,,,,,,
1983-05-08,,,,,,,,,,,3254.1925535689793,,,,491.18716489773385,6.877281524844563,17.11742554072125,14.21807927729579,19.39695606851143,,,,,,,,,
1983-05-09,,,,,,,,,,,3208.679992423004,,,,482.89358617247836,6.801532242945478,16.938625869355185,14.070301131950139,19.189620701458164,,,,,,,,,
1983-05-10,,,,,,,,,,,3208.679992423004,,,,482.89358617247836,6.801532242945478,16.938625869355185,14.070301131950139,19.189620701458164,,,,,,,,,
1983-05-11,,,,,,,,,,,3254.1925535689793,,,,491.18716489773385,6.877281524844563,17.11742554072125,14.21807927729579,19.39695606851143,,,,,,,,,
1983-05-12,,,,,,,,,,,3254.1925535689793,,,,491.18716489773385,6.877281524844563,17.11742554072125,14.21807927729579,19.39695606851143,,,,,,,,,
1983-05-13,,,,,,,,,,,3254.1925535689793,,,,491.18716489773385,6.877281524844563,17.11742554072125,14.21807927729579,19.39695606851143,,,,,,,,,
1983-05-14,,,,,,,,,,,3254.1925535689793,,,,491.18716489773385,6.877281524844563,17.11742554072125,14.21807927729579,19.39695606851143,,,,,,,,,
1983-05-15,,,,,,,,,,,3254.1925535689793,,,,491.18716489773385,6.877281524844563,17.11742554072125,14.21807927729579,19.39695606851143,,,,,,,,,
1983-05-16,,,,,,,,,,,3254.1925535689793,,,,491.18716489773385,6.877281524844563,17.11742554072125,14.21807927729579,19.39695606851143,,,,,,,,,
1983-05-17,,,,,,,,,,,3208.679992423004,,,,482.89358617247836,6.801532242945478,16.938625869355185,14.070301131950139,19.189620701458164,,,,,,,,,
1983-05-18,,,,,,,,,,,3254.1925535689793,,,,491.18716489773385,6.877281524844563,17.11742554072125,14.21807927729579,19.39695606851143,,,,,,,,,
1983-05-19,,,,,,,,,,,3208.679992423004,,,,482.89358617247836,6.801532242945478,16.938625869355185,14.070301131950139,19.189620701458164,,,,,,,,,
1983-05-20,,,,,,,,,,,3254.1925535689793,,,,491.18716489773385,6.877281524844563,17.11742554072125,14.21807927729579,19.39695606851143,,,,,,,,,
1983-05-21,,,,,,,,,,,3163.167431277029,,,,474.60000744722294,6.725782961046393,16.759826197989128,13.922522986604491,18.982285334404896,,,,,,,,,
1983-05-22,,,,,,,,,,,3117.6548701310544,,,,466.3064287219674,6.650033679147309,16.58102652662307,13.77474484125884,18.77494996735163,,,,,,,,,
1983-05-23,,,,,,,,,,,3208.679992423004,,,,482.89358617247836,6.801532242945478,16.938625869355185,14.070301131950139,19.189620701458164,,,,,,,,,
1983-05-24,,,,,,,,,,,3256.534505971909,,,,473.3400151475871,7.14343418246554,17.904357402492217,14.8811343923282,20.228289709627504,,,,,,,,,
1983-05-25,,,,,,,,,,,3579.806338799594,,,,495.70076672408203,8.205984471001088,20.72981882559658,17.241691639812565,23.342304561232517,,,,,,,,,
1983-05-26,,,,,,,,,,,3625.3188999455697,,,,503.9943454493374,8.281733752900173,20.90861849696264,17.389469785158216,23.549639928285785,,,,,,,,,
1983-05-27,,,,,,,,,,,3670.8314610915445,,,,512.2879241745928,8.357483034799259,21.087418168328696,17.537247930503867,23.75697529533905,,,,,,,,,
1983-05-28,,,,,,,,,,,3761.8565833834946,,,,528.8750816251039,8.50898159859743,21.44501751106082,17.83280422119517,24.171646029445583,,,,,,,,,
1983-05-29,,,,,,,,,,,3716.3440222375193,,,,520.5815028998484,8.433232316698344,21.266217839694757,17.685026075849514,23.964310662392318,,,,,,,,,
1983-05-30,,,,,,,,,,,3716.3440222375193,,,,520.5815028998484,8.433232316698344,21.266217839694757,17.685026075849514,23.964310662392318,,,,,,,,,
1983-05-31,,,,,,,,,,,3855.2236580783742,,,,527.615089325468,8.926632820016575,22.589548715563907,18.791415626918873,25.41765040466819,,,,,,,,,
1983-06-01,,,348.4255343784564,,,,,,,205.80811129066166,3948.590732773255,132.6088335529769,,61.30648656938725,526.3550970258324,9.34428404143572,23.734079920066996,19.750027032642585,26.6636547798908,19.76796312458634,30.505137486810185,19.44193018770962,10.266822226155144,20.40113365559426,,110.64771071859393,41.55073427783157,
1983-06-02,,,371.4441292235063,,,,,,,226.34583238632663,3903.0781716272795,174.71438988884628,,66.01794501900767,518.0615183005768,9.268534759536637,23.55528024870094,19.602248887296938,26.45631941283753,26.675126861121967,40.65599187881207,25.684055873557483,13.540865056876731,26.38350485399705,,142.01946972831175,52.25666254646944,
1983-06-03,,,350.6117126793278,,,,,,,207.75866998075247,3903.0781716272795,136.60778545370044,,61.7539547270812,518.0615183005768,9.268534759536637,23.55528024870094,19.602248887296938,26.45631941283753,20.423967176224945,31.4692092625412,20.034772618690912,10.57777263128756,20.96930604794683,,113.62722616116935,42.567523887672394,
1983-06-04,,,350.6117126793278,,,,,,,207.75866998075247,3994.10329391923,136.60778545370044,,61.7539547270812,534.6486757510877,9.420033323334806,23.91287959143306,19.897805177988232,26.870990146944063,20.423967176224945,31.4692092625412,20.034772618690912,10.57777263128756,20.96930604794683,,113.62722616116935,42.567523887672394,
1983-06-05,,,380.99044727031054,,,,,,,224.92467892264636,4224.008052052035,144.43173431165124,,67.02505160983789,558.2694196272184,10.064932390451208,25.59380981003433,21.299751019748896,28.73900062332647,21.51960064608694,33.21689618347333,21.174117434613898,11.181930763869005,22.228505404275722,,120.5770549480583,45.29783949712673,
1983-06-06,,,2327.3561403552394,,,,,,,1365.2011176758585,13102.936936255039,840.0336046762557,,408.5978977807821,1079.807549867466,40.577953972334136,107.13925841857605,89.45646182805824,118.42740956451809,124.35860928294564,192.60220666594617,123.06363481840583,65.01754656418176,129.91405518020008,,706.076417864359,266.6223839536808,
1983-06-07,,,714.3808805873108,,,,,,,420.1577259444311,5993.828515009929,263.179757540394,,125.52467097273922,692.8167204444372,15.7080286102533,40.5462106399339,33.78809392084039,45.24265322534924,39.067449155750516,60.420031053369314,38.56706188260874,20.372169091483322,40.61812770213864,,220.57731869845256,83.112563517896,
1983-06-08,,,848.6876471764486,,,,,,,498.81512602253883,6500.918164631652,311.0536537513064,,149.09203411974144,709.5154961198356,17.63849248686592,45.76038190434271,38.15004055725212,50.95262910705511,46.142686888765546,71.38765724440374,45.57919961197842,24.077278853416903,48.03142855109872,,260.8886053485188,98.3548930129188,
1983-06-09,,,849.275856584755,,,,,,,499.3399400198727,6227.842797755802,312.1296049353576,,149.21242913974876,659.7540237683025,17.183996795471412,44.68758387614635,37.26337168517822,49.70861690473551,46.31919022104499,71.64704875356904,45.73870878623347,24.160942639551187,48.18430004679896,,261.69026869629687,98.6284686926966,
1983-06-10,,,446.1202730540188,,,,,,,263.1578141866159,4501.767323733745,168.07753582899988,,78.46218169073916,572.3365924784579,11.051733397087673,28.24047156177263,23.512530121887615,31.64568010787822,25.022875689088124,38.64041357679962,24.638491928422457,13.012147839296725,25.883248901638634,,140.43574340698697,52.79204993571707,
1983-06-11,,,348.7784600234401,,,,,,,206.12299968906194,4039.6158550652053,133.2544042634076,,61.37872358139166,542.9422544763432,9.495782605233892,24.09167926279912,20.045583323333886,27.07832551399733,19.87386512395401,30.66077239230936,19.537635692262654,10.317020497835713,20.492856553014406,,111.12870872726083,41.71487968569825,
