sample_id,Ca,Mg,Na,Cl,Si,F_Ca_prec,F_Ca_prec_pct25,F_Ca_prec_pct75,F_Mg_prec,F_Mg_prec_pct25,F_Mg_prec_pct75,F_Na_prec,F_Na_prec_pct25,F_Na_prec_pct75,F_Cl_prec,F_Cl_prec_pct25,F_Cl_prec_pct75,F_Si_prec,F_Si_prec_pct25,F_Si_prec_pct75,F_Ca_bslt,F_Ca_bslt_pct25,F_Ca_bslt_pct75,F_Mg_bslt,F_Mg_bslt_pct25,F_Mg_bslt_pct75,F_Na_bslt,F_Na_bslt_pct25,F_Na_bslt_pct75,F_Cl_bslt,F_Cl_bslt_pct25,F_Cl_bslt_pct75,F_Si_bslt,F_Si_bslt_pct25,F_Si_bslt_pct75,F_Ca_carb,F_Ca_carb_pct25,F_Ca_carb_pct75,F_Mg_carb,F_Mg_carb_pct25,F_Mg_carb_pct75,F_Na_carb,F_Na_carb_pct25,F_Na_carb_pct75,F_Cl_carb,F_Cl_carb_pct25,F_Cl_carb_pct75,F_Si_carb,F_Si_carb_pct25,F_Si_carb_pct75,F_Ca_flsc,F_Ca_flsc_pct25,F_Ca_flsc_pct75,F_Mg_flsc,F_Mg_flsc_pct25,F_Mg_flsc_pct75,F_Na_flsc,F_Na_flsc_pct25,F_Na_flsc_pct75,F_Cl_flsc,F_Cl_flsc_pct25,F_Cl_flsc_pct75,F_Si_flsc,F_Si_flsc_pct25,F_Si_flsc_pct75,F_Ca_umfc,F_Ca_umfc_pct25,F_Ca_umfc_pct75,F_Mg_umfc,F_Mg_umfc_pct25,F_Mg_umfc_pct75,F_Na_umfc,F_Na_umfc_pct25,F_Na_umfc_pct75,F_Cl_umfc,F_Cl_umfc_pct25,F_Cl_umfc_pct75,F_Si_umfc,F_Si_umfc_pct25,F_Si_umfc_pct75,F_Ca_clay,F_Ca_clay_pct25,F_Ca_clay_pct75,F_Mg_clay,F_Mg_clay_pct25,F_Mg_clay_pct75,F_Na_clay,F_Na_clay_pct25,F_Na_clay_pct75,F_Cl_clay,F_Cl_clay_pct25,F_Cl_clay_pct75,F_Si_clay,F_Si_clay_pct25,F_Si_clay_pct75,F_norm_prec,F_norm_25_prec,F_norm_75_prec,F_norm_bslt,F_norm_25_bslt,F_norm_75_bslt,F_norm_carb,F_norm_25_carb,F_norm_75_carb,F_norm_flsc,F_norm_25_flsc,F_norm_75_flsc,F_norm_umfc,F_norm_25_umfc,F_norm_75_umfc,F_norm_clay,F_norm_25_clay,F_norm_75_clay
bagsit_river_zam23,126.0791457,611.0676815,119.8148478,14.54827518,431.0129963,0.074843668,0.057767445,0.099927776,0.004224723,0.003025755,0.005952856,0.075470259,0.059431242,0.10190168,0.999999881,0.999999769,1.000000093,0,0,0,1.00719148,0.58795938,1.429272856,0.179437512,0.092862693,0.294720242,0.283794417,0.079170652,0.561915955,0,0,0,1.30652387,0.695559962,1.859081943,1.918581899,0.862154247,2.744193629,0.026137713,0.01233367,0.038277568,0,0,0,0,0,0,0.005353927,0.002459522,0.007833766,0.288162859,0.126630507,0.628408088,0.044021098,0.023314163,0.077214194,1.002738375,0.642741157,1.381384981,0,0,0,1.851911027,1.201932209,2.671662572,0.598869081,0.307513387,1.074063298,0.986823728,0.837116716,1.105408413,0.022872752,0.010534032,0.034648952,0,0,0,1.142832544,0.82083727,1.467246614,-3.406487621,-4.153202223,-2.466636703,-0.26716413,-0.386418115,-0.128829909,-0.47035753,-0.787302636,-0.235758508,0,0,0,-3.530871459,-4.460554714,-2.854637132,0.024516221,0.020072301,0.032898391,0.330099419,0.188166622,0.473830563,0.301086377,0.136348381,0.429857516,0.232537288,0.158018497,0.329182816,0.78855999,0.682556177,0.950007148,-0.788996886,-0.947571025,-0.640606938
bucao_river_zam23,566.919507,759.4733594,459.8896208,3025.086735,736.6743813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
maloma_river_zam23,214.6813713,685.7848179,233.0781556,91.43372916,764.2513797,0.280230178,0.225308498,0.374758332,0.024865537,0.017916002,0.035209775,0.268090137,0.198937494,0.358582233,1.000000016,0.999999972,1.000000939,0,0,0,0.700821467,0.264723265,1.009420309,0.18183612,0.080260963,0.309399621,0.171985925,0.027358084,0.313105731,0,0,0,0.860194477,0.355898775,1.325416944,1.340273123,0.745225544,2.15252768,0.02725798,0.014686854,0.043904118,0,0,0,0,0,0,0.00371659,0.001872336,0.005800162,0.265546355,0.126141199,0.579845481,0.061091609,0.031873838,0.103103055,0.781904419,0.541167977,1.051461084,0,0,0,1.718011964,1.087326153,2.332151728,0.381767695,0.17194313,0.668618183,0.97255638,0.799488905,1.185988695,0.014447736,0.006221248,0.02244535,0,0,0,0.727767298,0.505280989,1.018114606,-2.445725897,-3.073828832,-1.854888351,-0.306575804,-0.510958169,-0.154834225,-0.287095247,-0.521581291,-0.139770981,0,0,0,-2.413100204,-3.025861203,-1.966972749,0.123815548,0.097767819,0.167106952,0.299796835,0.118059781,0.421457624,0.272173471,0.150431597,0.436373958,0.26811331,0.189917992,0.376936758,0.67581503,0.540104849,0.826954097,-0.763256505,-0.943880413,-0.605376428
bulsa_river_us_zam24,354.2310564,499.7943094,215.7534044,33.88429752,640.3883625,0.062298497,0.048630986,0.083295974,0.012684586,0.009580406,0.017793576,0.10502464,0.078385629,0.14508138,0.999999952,0.999999894,1.000000063,0,0,0,0.398338914,0.159134362,0.562600212,0.246109196,0.095633667,0.370835405,0.167988059,0.02989868,0.342189397,0,0,0,0.960852189,0.417659882,1.405715463,1.422637463,1.00819025,1.905927985,0.064981091,0.043954921,0.088214456,0,0,0,0,0,0,0.007395788,0.005140979,0.009917017,0.173297074,0.084888649,0.330875535,0.085362942,0.045183023,0.147738914,0.923869295,0.709287997,1.224488209,0,0,0,2.04135013,1.373226019,3.015271712,0.166332038,0.078531601,0.292702078,0.917631199,0.702278551,1.219294021,0.009278229,0.003982873,0.01650692,0,0,0,0.578895066,0.391794451,0.829392302,-1.417970898,-1.857086986,-1.057702031,-0.388152379,-0.612528952,-0.172348876,-0.257557127,-0.511238344,-0.132771406,0,0,0,-2.829284639,-3.696454147,-2.202360022,0.047012117,0.037812581,0.064137895,0.301061256,0.117275707,0.403118838,0.502023189,0.357380935,0.672469058,0.30127475,0.224644201,0.424358933,0.491128339,0.383761805,0.659304409,-0.766796495,-0.958052041,-0.611474868
camiling_river_us_zam24,351.6983904,703.5567402,138.4346965,31.38521423,566.1365337,0.060744549,0.045296084,0.079508041,0.008201572,0.006051682,0.011803562,0.147746577,0.114082102,0.19968441,0.999999928,0.999999858,1.000000019,0,0,0,0.437722899,0.255238574,0.644116499,0.202029421,0.11589167,0.297647692,0.330019027,0.077524793,0.539328675,0,0,0,1.259927569,0.714575876,1.811055932,1.415248096,0.91444583,1.930546071,0.045595383,0.029379161,0.06430572,0,0,0,0,0,0,0.00833966,0.005431059,0.011344544,0.121685396,0.051330873,0.273474022,0.043719195,0.022669744,0.074025374,0.894452602,0.554490021,1.442663434,0,0,0,1.706042982,1.011780849,2.822023732,0.270442607,0.137440465,0.407945042,0.947658417,0.776339173,1.144992749,0.024804874,0.010490179,0.037067992,0,0,0,0.972311567,0.664269022,1.361006528,-1.508929282,-1.969915067,-1.083883254,-0.285787652,-0.456233361,-0.115162973,-0.516571704,-0.956204234,-0.217296147,0,0,0,-3.418724562,-4.082811662,-2.675360602,0.03992105,0.031666495,0.053295406,0.299671731,0.181632712,0.407336919,0.443584526,0.285439115,0.606328281,0.177585854,0.116800216,0.294509145,0.645149793,0.537001883,0.772700829,-0.717630518,-0.885511209,-0.575262463
camiling_river_ds_zam24,366.0465834,738.6850529,129.7639819,42.08388571,552.2867944,0.077134616,0.058739042,0.098655661,0.010355821,0.007249088,0.014248398,0.213493635,0.154809113,0.288139294,0.999999954,0.999999899,1.000000059,0,0,0,0.429297449,0.255089904,0.605414972,0.187918965,0.109325904,0.302033307,0.322994334,0.115522846,0.542485084,0,0,0,1.276767743,0.737892334,1.93071719,1.37681089,0.931376784,1.867457737,0.04288808,0.029662074,0.059914061,0,0,0,0,0,0,0.008552475,0.005801739,0.011618421,0.118077363,0.040682035,0.279730072,0.033060394,0.017456976,0.065034176,0.80781521,0.4996476,1.431376283,0,0,0,1.547588053,0.80028319,2.778231462,0.24827697,0.12059798,0.450816264,0.921705124,0.783337464,1.148998435,0.026665478,0.012944083,0.039179478,0,0,0,1.082230641,0.73746992,1.462404562,-1.458054344,-1.910074627,-1.033341383,-0.259310847,-0.426328916,-0.110069076,-0.585446907,-1.036173047,-0.20155506,0,0,0,-3.300560851,-4.405997488,-2.575236163,0.051023764,0.039929684,0.067394734,0.285726006,0.172216438,0.397003801,0.432899274,0.292596641,0.588660726,0.15138986,0.084910553,0.274095081,0.637803109,0.532922641,0.796363167,-0.711732455,-0.868006665,-0.531874731
malabobo_river_zam24,438.9480099,633.4656573,103.0226996,40.71869799,567.93717,0.062153142,0.047529421,0.085150472,0.012331921,0.009205755,0.016682226,0.270582891,0.199783504,0.36021951,0.999999948,0.9999999,1.000000008,0,0,0,0.33105287,0.200955316,0.472816012,0.186138056,0.114501043,0.319878272,0.357713921,0.188098616,0.575412525,0,0,0,1.135172297,0.681217845,1.640114236,1.129763704,0.853994606,1.555399399,0.051078632,0.037574944,0.070590969,0,0,0,0,0,0,0.008270715,0.006137971,0.010906325,0.070164645,0.023802069,0.162325137,0.031589021,0.016571964,0.062642641,0.69686888,0.417846149,1.325820609,0,0,0,1.14811081,0.554680038,2.11020581,0.186044208,0.086092235,0.313174734,0.893333555,0.75617014,1.089156813,0.027737802,0.012638895,0.040650244,0,0,0,0.810390041,0.567865522,1.184947537,-0.969782607,-1.34747604,-0.622735664,-0.216367348,-0.397395916,-0.089203429,-0.53713089,-1.162328158,-0.217136387,0,0,0,-2.607260612,-3.508714716,-1.792683059,0.054781485,0.042454012,0.070402151,0.266729707,0.168548388,0.385399949,0.447975275,0.339962005,0.620963721,0.118423896,0.067370904,0.204099921,0.553414929,0.465039697,0.677216909,-0.609759317,-0.743707969,-0.398130611
bayaoas_river_zam24,580.7406849,911.3257486,158.5841839,42.65647477,922.9946434,0.052449323,0.039452549,0.068011352,0.008688499,0.006243836,0.011839864,0.174515276,0.131369023,0.241673465,0.999999931,0.999999868,1.000000009,0,0,0,0.354814165,0.215978817,0.520388432,0.201454044,0.11339423,0.310513175,0.365780263,0.096144727,0.581515987,0,0,0,1.023363643,0.592325467,1.599017456,1.200108021,0.830719237,1.603217301,0.049655635,0.032419447,0.068174573,0,0,0,0,0,0,0.006913464,0.00489875,0.009662866,0.096589827,0.041176807,0.221262247,0.037747681,0.020077798,0.068047497,0.834873883,0.512542587,1.461445665,0,0,0,1.294079987,0.736503591,2.041460528,0.210984102,0.090270483,0.343963172,0.942549166,0.785330928,1.137625644,0.024417122,0.011939224,0.041097703,0,0,0,0.754339222,0.5602493,1.021044815,-1.073504305,-1.417598613,-0.7345495,-0.287102882,-0.461908555,-0.13498555,-0.570662834,-1.016796565,-0.25487193,0,0,0,-2.440782863,-3.052116395,-1.857910383,0.040401018,0.031335674,0.054539215,0.287122931,0.167702763,0.399149468,0.452736729,0.312955977,0.599492332,0.151013561,0.088405787,0.254456258,0.607403297,0.493149008,0.735819725,-0.635971931,-0.79890875,-0.473394086
mapita_river_zam24,764.9618783,896.6391068,214.9090846,45.2768454,1053.283468,0.039295988,0.029833556,0.052758493,0.009559464,0.007303506,0.013354326,0.147663727,0.112855792,0.19729893,0.999999911,0.999999856,0.999999973,0,0,0,0.317427492,0.208737247,0.462672106,0.259137669,0.153200014,0.360417902,0.356429734,0.1199576,0.516572027,0,0,0,1.090157667,0.690498863,1.503555891,1.148988872,0.874264269,1.475830714,0.063605764,0.04938974,0.082920951,0,0,0,0,0,0,0.007891506,0.005851947,0.010212143,0.106352526,0.046466684,0.208174649,0.053450511,0.027947199,0.091992224,0.828805033,0.549681553,1.369368369,0,0,0,1.49824822,0.871376251,2.199840724,0.142359002,0.063293214,0.259453998,0.913933073,0.717487576,1.151042293,0.016810957,0.008282125,0.028619447,0,0,0,0.663482474,0.436493283,0.901595697,-0.921367662,-1.196096148,-0.673825197,-0.33863221,-0.567110756,-0.160171836,-0.48990805,-0.90387255,-0.192563031,0,0,0,-2.459865986,-3.163900746,-1.828522351,0.038810513,0.029659293,0.04956933,0.311319788,0.206611567,0.394641431,0.498442296,0.379648546,0.642136686,0.178525099,0.115367656,0.290222551,0.504201758,0.394833299,0.633363645,-0.64412612,-0.793167749,-0.481785781
dumoloc_river_zam24,711.8157832,1003.114462,222.7667559,66.09313739,942.0712291,0.063635392,0.047345023,0.082861157,0.012194815,0.00881251,0.016603946,0.194455304,0.149300697,0.267289013,0.999999956,0.999999896,1.000000026,0,0,0,0.373883375,0.247519219,0.52430157,0.223596054,0.134244344,0.347483173,0.354349203,0.136299157,0.519290997,0,0,0,1.26916192,0.828299826,1.769595397,1.253573895,0.933048426,1.634206182,0.056864932,0.042295986,0.075240668,0,0,0,0,0,0,0.008995615,0.006458663,0.011559038,0.099563421,0.045512662,0.19681506,0.047967774,0.024594028,0.079498292,0.858685524,0.53632744,1.266517697,0,0,0,1.559764134,1.054322355,2.282308428,0.182390263,0.073891435,0.324639771,0.93641483,0.725159488,1.143565922,0.019588705,0.008826976,0.031165373,0,0,0,0.854362189,0.562498378,1.199533232,-1.09942384,-1.426036041,-0.793455271,-0.298126461,-0.516413675,-0.144085233,-0.524314072,-0.878363888,-0.236666333,0,0,0,-3.050275776,-3.780070708,-2.310916732,0.052188752,0.041651377,0.070034898,0.314619425,0.202574394,0.404435841,0.489989024,0.36384749,0.635294983,0.167379295,0.110223802,0.258640243,0.561138077,0.430054131,0.691509412,-0.671886794,-0.827829144,-0.521148827
pmb4_zam24,742.551655,2440.944575,82.11714029,59.10078132,666.8998088,0.050313355,0.039690725,0.064597983,0.004473892,0.003414406,0.00601114,0.467005152,0.360060318,0.616663763,0.999999967,0.99999981,1.000000275,0,0,0,0.425797441,0.149963254,0.772989841,0.113283764,0.040362761,0.223335412,0.722200344,0.346373774,1.68822095,0,0,0,2.18868424,0.748948684,3.756748532,1.295141259,0.870077201,1.917241631,0.026276449,0.017063089,0.037318318,0,0,0,0,0,0,0.013701542,0.009108363,0.020137649,0.04097456,0.00853112,0.130533108,0.008363998,0.002053417,0.022926769,0.800322382,0.297680375,2.688720503,0,0,0,0.970087256,0.288247101,2.538477968,0.41973331,0.194637119,0.72050957,0.98093144,0.90669194,1.066639737,0.148084296,0.074673057,0.22331767,0,0,0,2.897990243,2.174156225,3.944896838,-1.518278303,-2.242936472,-0.904326854,-0.166675105,-0.287077754,-0.07145124,-1.945563013,-4.550608186,-0.709316223,0,0,0,-6.367626263,-8.749899836,-3.808344611,0.02638786,0.021480349,0.034927336,0.214207863,0.080032322,0.396226322,0.314131639,0.211792243,0.466799319,0.044355368,0.012194267,0.116154356,0.844781787,0.754875453,0.952742832,-0.606433635,-0.773944458,-0.328474481
pmb34_zam24,660.0642772,2255.806806,70.55992971,67.71500296,802.6820595,0.070260315,0.053420173,0.09330199,0.005914758,0.004266393,0.007764131,0.645668039,0.473617933,0.848385763,0.999999996,0.999999831,1.000000254,0,0,0,0.34097966,0.096312086,0.664085581,0.084887447,0.021635889,0.192562912,0.614064113,0.20948272,1.496280422,0,0,0,1.234019671,0.351486328,2.576607895,1.231154484,0.764873368,1.837995304,0.022835019,0.014177228,0.036630714,0,0,0,0,0,0,0.009367289,0.006070071,0.014687143,0.045805179,0.008147131,0.136614034,0.008010575,0.001706569,0.022384026,0.929742524,0.237704997,2.683310748,0,0,0,0.686700157,0.188790864,1.924607058,0.438380235,0.193035868,0.757503685,0.990518111,0.914042292,1.063184956,0.152432725,0.072739465,0.225589079,0,0,0,2.230753892,1.55927525,2.95194874,-1.442033977,-2.186556885,-0.741171695,-0.140233396,-0.258241092,-0.060322396,-2.036927662,-4.422344384,-0.647533797,0,0,0,-4.237197791,-5.866811473,-2.344488622,0.034629905,0.027858623,0.048068305,0.167051582,0.045275571,0.33686501,0.288400242,0.180238421,0.434089306,0.042931446,0.010384134,0.112234872,0.871247138,0.773541272,0.959861299,-0.549800666,-0.744212251,-0.280425897
pmb3_zam24,615.6103146,2219.376718,62.08227595,75.87228161,936.5532822,0.081795281,0.061942362,0.10983938,0.006208006,0.004622857,0.008535275,0.774533651,0.597642397,1.038105973,0.99999997,0.999999755,1.000000375,0,0,0,0.193940673,0.030901515,0.617137984,0.046052432,0.006687409,0.152792252,0.455690155,0.068249676,1.321347918,0,0,0,0.569203914,0.088278827,1.885643602,1.041396186,0.619011179,1.660452039,0.018984224,0.010644811,0.028675074,0,0,0,0,0,0,0.006390207,0.003913539,0.010277913,0.023868059,0.002367984,0.085590872,0.004357315,0.000461246,0.015087128,0.521314274,0.071969657,1.90853054,0,0,0,0.315962616,0.043946068,1.167170789,0.48170547,0.254216259,0.804130552,0.994151062,0.927712508,1.0495076,0.181098087,0.098920182,0.267746838,0,0,0,1.840384785,1.316672698,2.616489516,-1.052583044,-2.097567734,-0.461555643,-0.121791195,-0.217487069,-0.041496051,-1.523712067,-4.017612868,-0.461112982,0,0,0,-2.709266567,-4.669954068,-1.274155062,0.038722098,0.031165562,0.050241148,0.088628066,0.014690538,0.297985102,0.236713247,0.139831639,0.374052067,0.022297191,0.003010526,0.078290198,0.88349945,0.790000408,0.985803422,-0.384963619,-0.714547507,-0.184021451
pmb2_zam24,939.366916,2255.919501,91.35400107,39.409923,995.2592743,0.028093847,0.021578478,0.03827911,0.003223906,0.002314733,0.004364736,0.274206064,0.214652418,0.361091095,0.999999807,0.999999664,0.999999984,0,0,0,0.326528263,0.156674875,0.550299532,0.125702879,0.050341401,0.224811845,0.69739991,0.400507528,1.247534746,0,0,0,1.506272292,0.629654745,2.581471788,1.261672062,0.950102172,1.670342999,0.034552369,0.02422037,0.046293281,0,0,0,0,0,0,0.011171944,0.008359377,0.015527196,0.046961857,0.015656196,0.115505264,0.011478125,0.003971828,0.025026132,0.979279189,0.479265778,2.194458293,0,0,0,0.871821275,0.404287687,1.872153078,0.320663907,0.143770921,0.550704134,0.963131446,0.846741242,1.079711021,0.125292676,0.064622787,0.18040888,0,0,0,1.802304266,1.248624164,2.568249532,-1.176833271,-1.728905875,-0.699880941,-0.148670184,-0.295706462,-0.066932213,-1.553321411,-3.102724968,-0.580021191,0,0,0,-3.927600396,-5.409628523,-2.603950282,0.0182152,0.014157187,0.02369366,0.211148375,0.098922862,0.356014337,0.385596946,0.288900806,0.508552857,0.055522506,0.02515301,0.116170733,0.765116678,0.667954547,0.886862164,-0.574635405,-0.714197476,-0.331365425
pmb1_zam24,862.8209539,2095.94404,105.5001196,87.57509943,768.9895984,0.068636979,0.053074287,0.089788358,0.007778255,0.005824723,0.010176971,0.540450759,0.413797963,0.735416016,1.000000008,0.999999898,1.000000208,0,0,0,0.269129626,0.100698721,0.567315331,0.092249088,0.034436473,0.220380049,0.470828104,0.212239486,1.044262407,0,0,0,1.31187672,0.50017005,2.988841491,1.225313659,0.874050331,1.707566774,0.033261451,0.022886203,0.046623566,0,0,0,0,0,0,0.01293514,0.009117585,0.018406194,0.036907333,0.013142587,0.125813583,0.009966288,0.003369349,0.029877111,0.731809483,0.310933958,1.692723329,0,0,0,0.975291425,0.371360526,2.317446553,0.307908721,0.147384969,0.541318486,0.986468516,0.880563646,1.091421497,0.085483386,0.049851652,0.13696098,0,0,0,2.109382683,1.535020655,2.908182704,-1.194708612,-1.71827569,-0.67314313,-0.163877497,-0.291357939,-0.060873772,-1.268345268,-2.802764248,-0.530933548,0,0,0,-4.792012473,-6.706289594,-2.712655894,0.042874493,0.03501559,0.056342369,0.165161813,0.064650351,0.359716188,0.367753361,0.262006045,0.515597554,0.04769738,0.019703864,0.123713568,0.768628676,0.672535677,0.879604916,-0.554083865,-0.739356086,-0.303729718
sc6_zam24,57.33473369,1611.003282,94.24682019,83.56415536,645.9881332,0.977493918,0.753305384,1.282823078,0.009630125,0.006980877,0.013029112,0.582466674,0.452034862,0.827625971,1.000000377,0.999999064,1.000035108,0,0,0,3.922772518,1.369838356,6.529417473,0.11742892,0.036742155,0.229283473,0.506315235,0.132973866,1.044237414,0,0,0,1.539015573,0.411543861,2.853832325,3.841261778,1.017797971,8.540690674,0.008723278,0.002339457,0.019146897,0,0,0,0,0,0,0.003191427,0.000823738,0.007138653,0.340638398,0.053711153,0.995623786,0.008733719,0.00166729,0.024003079,0.493576015,0.121318242,1.367034738,0,0,0,0.677845825,0.160658364,1.699770802,2.531090131,1.168142185,4.402347848,0.929021545,0.847230483,0.995350843,0.072344937,0.036993093,0.107983349,0,0,0,1.884573485,1.293869811,2.470002337,-13.92582051,-19.12504329,-7.458625976,-0.098484275,-0.187075673,-0.045537972,-1.094998729,-2.277143707,-0.386913535,0,0,0,-3.893231176,-5.241907204,-2.247195908,0.072402871,0.056670567,0.097335039,0.283270674,0.097973694,0.477931519,0.131634376,0.035253572,0.295007836,0.056679526,0.012182985,0.136982384,0.976551185,0.884767308,0.999999431,-0.685997856,-0.871147313,-0.366597395
sc7_zam24,47.52473512,1713.476121,46.80960826,50.5204073,730.235791,0.71088228,0.536553521,0.920086899,0.005605247,0.004105894,0.007289516,0.718960432,0.549637215,0.984326203,1.000000249,0.999457272,1.000214894,0,0,0,4.18259602,0.933553435,8.369630669,0.109172693,0.020138886,0.243491991,0.761948053,0.183256565,1.852013335,0,0,0,1.24040574,0.248580923,2.479614386,4.263583367,0.780579903,9.958348508,0.007794722,0.001425269,0.018825511,0,0,0,0,0,0,0.002704842,0.000459649,0.00605364,0.205618578,0.004259776,1.040758228,0.004233981,0.000139206,0.014691071,0.666974674,0.006786435,2.377598821,0,0,0,0.403959884,0.006475457,1.197725439,3.001878153,1.485352342,5.161596145,0.907985486,0.819534207,0.976999892,0.159231699,0.086108775,0.242181282,0,0,0,1.732193113,1.256295159,2.212226695,-15.85391223,-23.2167712,-7.077859224,-0.07340559,-0.151355274,-0.030220596,-2.131663798,-4.579063661,-0.720502618,0,0,0,-3.1156821,-4.57356131,-1.538829242,0.043377553,0.034814223,0.055256519,0.252970936,0.052160983,0.520258486,0.119053698,0.022031422,0.279795064,0.032297208,0.00056501,0.11622611,0.995572516,0.909884582,0.999999571,-0.628505179,-0.875014611,-0.276363531
sc4_zam24,151.7307387,1664.997386,91.17307962,81.25123403,681.5775343,0.352471387,0.26638689,0.471020123,0.008899436,0.006667661,0.012725104,0.599594421,0.46451405,0.79880021,1.000000094,0.999999869,1.000118645,0,0,0,1.222111063,0.493367168,2.265698208,0.102263118,0.040289107,0.200339441,0.451322974,0.18287348,0.88297297,0,0,0,1.302337705,0.478675811,2.411444563,2.038466291,0.715718027,4.372997306,0.012091657,0.004353213,0.026301283,0,0,0,0,0,0,0.004451963,0.001443625,0.008957623,0.125237998,0.023898252,0.400651479,0.008205762,0.001644314,0.021416956,0.449456844,0.122245695,1.343969163,0,0,0,0.641872275,0.151449932,1.655160646,1.161005431,0.575521716,1.912142681,0.945652016,0.872313577,1.00107797,0.085823197,0.042479978,0.127660717,0,0,0,1.962779135,1.462535126,2.549971731,-5.383031789,-7.58924586,-2.473800821,-0.110806267,-0.188726642,-0.047529722,-1.029363716,-2.057287026,-0.331956525,0,0,0,-3.546376689,-5.208203065,-2.116744331,0.064876179,0.05154083,0.085571724,0.214290969,0.091862365,0.423431775,0.172035538,0.060737782,0.372824656,0.047371775,0.011253495,0.123092787,0.956740279,0.859218651,0.999999443,-0.607185277,-0.851106531,-0.323053918
sc1_zam24,766.6125291,3831.250562,19847.71748,10814.23011,545.711713,8.841126267,7.262369848,10.59060935,0.537057108,0.412745316,0.700486129,0.495545078,0.364713257,0.637630888,1.002880515,0.999742321,1.034777388,0,0,0,0.006263067,3.31E-05,0.889810554,0.001246749,5.93E-06,0.159483746,7.25E-05,3.26E-07,0.007077146,0,0,0,0.04637058,0.000200564,5.850877216,5.460460056,1.960319659,10.06344665,0.069839239,0.026663811,0.126165445,0,0,0,0,0,0,0.068985625,0.026799148,0.130188261,2.745492581,1.374742904,5.032716283,0.519943686,0.325508945,0.806766921,0.541978399,0.394670108,0.671596521,0,0,0,92.73150758,78.28452477,108.8244116,0.401547603,0.097561424,1.218122103,0.830152682,0.173855558,1.762384485,0.000547123,9.63E-05,0.001434762,0,0,0,4.975854521,1.150008204,9.500728466,-19.66949212,-22.99298645,-16.20706777,-1.357855811,-2.014917123,-0.752023654,-0.082763628,-0.145703665,-0.043226723,0,0,0,-104.1378577,-118.6107373,-88.65884829,0.803461197,0.616056777,0.976336275,0.000451285,2.23E-06,0.063850341,0.18248879,0.065988693,0.333191191,0.640823465,0.502983006,0.805899901,0.146625476,0.033026288,0.306433981,-0.999637224,-0.99999759,-0.891849012
lawis_river_zam24,184.1973182,946.5243287,55.876975,69.16198911,573.4951686,0.252292608,0.194514592,0.320858106,0.013986393,0.010535267,0.018489417,0.827875009,0.622658978,1.058100987,0.999999974,0.999999666,1.000000207,0,0,0,0.336797361,4.80E-05,0.931917536,0.055124693,7.03E-06,0.181854128,0.214341922,2.94E-05,0.587401138,0,0,0,0.519047325,6.57E-05,1.376920886,0.851191282,0.344869655,1.712634434,0.010883633,0.004201159,0.021323041,0,0,0,0,0,0,0.002535681,0.00099101,0.005209489,0.04590191,0.002803776,0.163045783,0.005184485,0.00046436,0.017300187,0.33881723,0.03421856,0.993189183,0,0,0,0.315364917,0.029126281,0.86249038,0.598039003,0.265174979,0.971627793,0.977684059,0.90516756,1.034413554,0.073714916,0.035957701,0.12135033,0,0,0,1.328200286,0.990470821,1.780263306,-1.461653636,-2.826854563,-0.654578513,-0.089694964,-0.189899992,-0.029333758,-0.663304121,-1.765370481,-0.201409223,0,0,0,-1.64048083,-3.051530434,-0.787302062,0.08822069,0.070393326,0.11334827,0.11111526,1.59E-05,0.328592411,0.140988943,0.056873938,0.283622153,0.031380635,0.003132039,0.092541143,0.891245877,0.794360996,0.980294369,-0.369432579,-0.705295762,-0.171940919
