sample_id,Ca,Mg,Na,Cl,Si,Sr,Sr8786_x_Sr,F_Ca_prec,F_Ca_prec_pct25,F_Ca_prec_pct75,F_Mg_prec,F_Mg_prec_pct25,F_Mg_prec_pct75,F_Na_prec,F_Na_prec_pct25,F_Na_prec_pct75,F_Cl_prec,F_Cl_prec_pct25,F_Cl_prec_pct75,F_Si_prec,F_Si_prec_pct25,F_Si_prec_pct75,F_Sr_prec,F_Sr_prec_pct25,F_Sr_prec_pct75,F_Sr8786_x_Sr_prec,F_Sr8786_x_Sr_prec_pct25,F_Sr8786_x_Sr_prec_pct75,F_Ca_bslt,F_Ca_bslt_pct25,F_Ca_bslt_pct75,F_Mg_bslt,F_Mg_bslt_pct25,F_Mg_bslt_pct75,F_Na_bslt,F_Na_bslt_pct25,F_Na_bslt_pct75,F_Cl_bslt,F_Cl_bslt_pct25,F_Cl_bslt_pct75,F_Si_bslt,F_Si_bslt_pct25,F_Si_bslt_pct75,F_Sr_bslt,F_Sr_bslt_pct25,F_Sr_bslt_pct75,F_Sr8786_x_Sr_bslt,F_Sr8786_x_Sr_bslt_pct25,F_Sr8786_x_Sr_bslt_pct75,F_Ca_carb,F_Ca_carb_pct25,F_Ca_carb_pct75,F_Mg_carb,F_Mg_carb_pct25,F_Mg_carb_pct75,F_Na_carb,F_Na_carb_pct25,F_Na_carb_pct75,F_Cl_carb,F_Cl_carb_pct25,F_Cl_carb_pct75,F_Si_carb,F_Si_carb_pct25,F_Si_carb_pct75,F_Sr_carb,F_Sr_carb_pct25,F_Sr_carb_pct75,F_Sr8786_x_Sr_carb,F_Sr8786_x_Sr_carb_pct25,F_Sr8786_x_Sr_carb_pct75,F_Ca_flsc,F_Ca_flsc_pct25,F_Ca_flsc_pct75,F_Mg_flsc,F_Mg_flsc_pct25,F_Mg_flsc_pct75,F_Na_flsc,F_Na_flsc_pct25,F_Na_flsc_pct75,F_Cl_flsc,F_Cl_flsc_pct25,F_Cl_flsc_pct75,F_Si_flsc,F_Si_flsc_pct25,F_Si_flsc_pct75,F_Sr_flsc,F_Sr_flsc_pct25,F_Sr_flsc_pct75,F_Sr8786_x_Sr_flsc,F_Sr8786_x_Sr_flsc_pct25,F_Sr8786_x_Sr_flsc_pct75,F_Ca_umfc,F_Ca_umfc_pct25,F_Ca_umfc_pct75,F_Mg_umfc,F_Mg_umfc_pct25,F_Mg_umfc_pct75,F_Na_umfc,F_Na_umfc_pct25,F_Na_umfc_pct75,F_Cl_umfc,F_Cl_umfc_pct25,F_Cl_umfc_pct75,F_Si_umfc,F_Si_umfc_pct25,F_Si_umfc_pct75,F_Sr_umfc,F_Sr_umfc_pct25,F_Sr_umfc_pct75,F_Sr8786_x_Sr_umfc,F_Sr8786_x_Sr_umfc_pct25,F_Sr8786_x_Sr_umfc_pct75,F_Ca_clay,F_Ca_clay_pct25,F_Ca_clay_pct75,F_Mg_clay,F_Mg_clay_pct25,F_Mg_clay_pct75,F_Na_clay,F_Na_clay_pct25,F_Na_clay_pct75,F_Cl_clay,F_Cl_clay_pct25,F_Cl_clay_pct75,F_Si_clay,F_Si_clay_pct25,F_Si_clay_pct75,F_Sr_clay,F_Sr_clay_pct25,F_Sr_clay_pct75,F_Sr8786_x_Sr_clay,F_Sr8786_x_Sr_clay_pct25,F_Sr8786_x_Sr_clay_pct75,F_norm_prec,F_norm_25_prec,F_norm_75_prec,F_norm_bslt,F_norm_25_bslt,F_norm_75_bslt,F_norm_carb,F_norm_25_carb,F_norm_75_carb,F_norm_flsc,F_norm_25_flsc,F_norm_75_flsc,F_norm_umfc,F_norm_25_umfc,F_norm_75_umfc,F_norm_clay,F_norm_25_clay,F_norm_75_clay
camiling_river_ds_zam23,397.3002645,665.7889323,183.9059996,82.68975827,617.5894606,0.326708549,0.704421321,0.134407413,0.104363939,0.171277461,0.021651833,0.016537817,0.029176168,0.27148148,0.202065482,0.359808637,0.999999891,0.999916943,1.004655777,0,0,0,0.872043087,0.403368901,1.537555564,0.877996986,0.406052181,1.547908609,0.975236129,0.603587302,1.253175199,0.539664208,0.335765337,0.734548399,0.516108887,0.200817947,0.882237147,0,0,0,2.576299664,1.816129275,3.363665548,0.744215208,0.439408274,1.140696448,0.744084221,0.438745632,1.139703024,0.999300457,0.577539142,1.499578956,0.039692441,0.022350306,0.056597268,0,0,0,0,0,0,0.00615805,0.003400504,0.009088843,1.611767353,0.887849906,2.364347538,1.622566186,0.893275924,2.378974251,0.098523685,0.030547109,0.285025325,0.042906976,0.014320417,0.086248178,0.636311001,0.232446815,1.053722066,0,0,0,1.317309151,0.525339871,2.33453483,1.00147896,0.395705867,1.842686979,1.000517511,0.395858135,1.839816265,0.124241859,0.042202869,0.263210882,0.634557288,0.382091719,0.936343904,0.009554754,0.003967795,0.018647245,0,0,0,0.546686151,0.314038855,0.852979739,2.640496988,1.609006985,3.843985504,2.642019348,1.613179858,3.841996918,-1.491152019,-1.990108241,-1.065811203,-0.288182255,-0.550888365,-0.134873421,-0.483429719,-0.90183009,-0.229105158,0,0,0,-3.743175045,-4.744091314,-2.698686945,-6.825631328,-8.742950288,-4.997762269,-6.837843008,-8.758828319,-5.007275792,0.093648669,0.076914727,0.12313379,0.690961189,0.465946755,0.929637743,0.339224931,0.194842828,0.508000095,0.155748899,0.070183538,0.305207663,0.391996411,0.232062808,0.570318961,-0.823269827,-0.999917598,-0.590919024
malabobo_river_zam23,408.5034183,525.5297264,160.833185,57.83177728,601.4954602,0.303156536,0.7038174,0.087964701,0.069835255,0.114891737,0.01920659,0.014494289,0.024859484,0.221691879,0.170907444,0.288060418,0.999999839,0.999996497,1.00540053,0,0,0,0.569734023,0.276104689,1.083115276,0.574104365,0.278238376,1.091480774,0.931219488,0.611942074,1.177796006,0.620685197,0.387499742,0.77279652,0.58672957,0.26278111,0.933741515,0,0,0,2.374604772,1.885703083,2.936660288,0.718893572,0.396101103,1.118371919,0.718432735,0.39614459,1.118946869,0.852677879,0.428101029,1.21300656,0.040787586,0.021343098,0.059890878,0,0,0,0,0,0,0.005079659,0.002588278,0.008036786,1.496594738,0.73845052,2.190874147,1.505924248,0.742920355,2.207999453,0.091999738,0.022105409,0.254448594,0.042791792,0.016914608,0.100935927,0.660340726,0.261761621,1.094153504,0,0,0,1.220865559,0.522773394,2.2876896,0.953503975,0.359318249,1.850857005,0.953452613,0.359583872,1.849754601,0.120687558,0.055924682,0.231143359,0.695399938,0.394562976,1.006492979,0.008971957,0.004006353,0.016318346,0,0,0,0.481469738,0.303123709,0.753461433,3.230912551,1.919000663,4.618823464,3.23029336,1.918159091,4.613735038,-1.169345929,-1.485144762,-0.862187157,-0.449810711,-0.670379344,-0.268597467,-0.520265675,-0.915013745,-0.255238561,0,0,0,-3.388378611,-4.324997502,-2.609694474,-6.869592444,-8.56686495,-4.965736964,-6.884672377,-8.583676459,-4.974311021,0.073939791,0.061081336,0.095474745,0.771564061,0.520930239,0.95060932,0.337786454,0.169437518,0.482322293,0.176363446,0.072734605,0.319045068,0.385298478,0.222206211,0.571293574,-0.808845065,-0.999997912,-0.582761699
bayaoas_river_zam23,573.6064674,711.4996914,186.6120705,83.2803994,919.8148478,0.33834797,0.7041138,0.088329366,0.069645418,0.113715032,0.020878839,0.01510371,0.026812908,0.27341469,0.204342737,0.34924481,0.999999972,0.999194328,1.002418751,0,0,0,0.723231476,0.278524449,1.37674191,0.72852452,0.280558189,1.386548175,0.853883426,0.581803169,1.104653196,0.59448068,0.386774992,0.781011106,0.635369913,0.269011622,1.001478437,0,0,0,2.150104086,1.659305557,2.787672004,0.873658263,0.469427507,1.39816873,0.872560023,0.469206797,1.398157253,0.834163263,0.508560291,1.239547478,0.044089675,0.026468023,0.064291902,0,0,0,0,0,0,0.005023751,0.002982003,0.00716554,1.93603187,1.164820209,2.785583104,1.94978354,1.171771075,2.803539931,0.08997649,0.017506144,0.249240292,0.039819113,0.013485449,0.086419257,0.636606787,0.204748719,1.128935487,0,0,0,0.954291357,0.370928715,1.662181735,0.998609368,0.33872378,2.106206153,0.998340408,0.338964012,2.104183667,0.101465545,0.041158968,0.202384533,0.667276543,0.379617041,0.993550376,0.011732703,0.004727934,0.021032938,0,0,0,0.414370011,0.227973725,0.639400577,3.551191423,1.938591539,4.881107091,3.549448053,1.936922671,4.877840804,-1.12131072,-1.489267983,-0.793084598,-0.410353816,-0.67092051,-0.22200065,-0.670846799,-1.047743815,-0.343973707,0,0,0,-2.806961527,-3.554997621,-2.104038453,-8.201579493,-10.46179028,-5.665612588,-8.213411497,-10.48700462,-5.680443107,0.077125731,0.064507313,0.09912159,0.740957447,0.512180557,0.950885647,0.348380083,0.210315237,0.513034932,0.14763609,0.052086423,0.290064574,0.370235397,0.221328316,0.55917837,-0.809615468,-0.999990903,-0.57997033
mapita_river_zam23,762.7875642,797.4490846,283.5677408,78.91461936,1060.850988,0.533959198,0.7041833,0.063395953,0.048194833,0.080461965,0.01739319,0.012864509,0.023207776,0.170842363,0.130494685,0.224851951,0.999999786,0.99999636,1.002496229,0,0,0,0.639440298,0.299025439,1.110347673,0.643925894,0.301169446,1.118194647,0.791330309,0.505647321,0.98860574,0.621697864,0.420541269,0.85434081,0.466768113,0.194751972,0.868148441,0,0,0,2.273956282,1.650419899,2.790433805,0.655584454,0.341814466,1.04587461,0.655341926,0.341629517,1.045257873,0.925540733,0.606786053,1.290623989,0.056188859,0.035795275,0.081522745,0,0,0,0,0,0,0.006353932,0.003878543,0.008528884,1.78071503,1.098874845,2.43098362,1.791361517,1.105088847,2.447784393,0.123071448,0.035605433,0.327798574,0.071308019,0.029176443,0.138420774,0.786359613,0.362273512,1.233882606,0,0,0,1.498555751,0.718849178,2.330036556,1.216893444,0.574640557,2.119238994,1.216398755,0.573802068,2.115881204,0.087313039,0.035236198,0.17525076,0.619372567,0.347518887,0.99248015,0.00790616,0.003214016,0.014851917,0,0,0,0.345426158,0.203540938,0.629481466,2.392128865,1.329270236,3.599270392,2.387773194,1.328244978,3.599831541,-1.086570078,-1.422875228,-0.794578986,-0.491820306,-0.78646815,-0.244101854,-0.471679275,-0.854863994,-0.241110578,0,0,0,-3.280327184,-4.081261522,-2.440295749,-6.622043317,-8.133446349,-4.694468034,-6.632179621,-8.14153599,-4.699304399,0.058069298,0.049473276,0.077271134,0.709969136,0.474544622,0.914693503,0.408679161,0.267935947,0.573124728,0.230289239,0.104334463,0.378430334,0.317133723,0.169629066,0.495589628,-0.836981854,-0.999993812,-0.624756425
dumoloc_river_zam23,658.0418185,853.0343551,256.1153641,111.1556145,974.0786897,0.391213459,0.704408069,0.10507274,0.080795373,0.134062489,0.022928915,0.016120997,0.030372268,0.258892978,0.202772184,0.344479147,0.999999861,0.999995273,1.002399646,0,0,0,0.817614589,0.387529877,1.692892055,0.82316717,0.390199361,1.70443225,0.901811431,0.595711181,1.1306443,0.629749786,0.404073372,0.810506635,0.539849559,0.238511431,0.91488038,0,0,0,2.407342715,1.707839798,3.162132228,0.844825767,0.487974964,1.406218056,0.84383622,0.487414865,1.405367801,0.863494677,0.538877733,1.241869867,0.042887496,0.025539861,0.062190213,0,0,0,0,0,0,0.00549539,0.003356842,0.008336997,1.926024115,1.214507903,2.864819656,1.937983324,1.22163134,2.88267943,0.077439122,0.020351473,0.202386312,0.038982682,0.014697394,0.087767137,0.614867761,0.251210967,1.055239942,0,0,0,1.110153485,0.489091982,1.881655297,1.108668661,0.405546813,2.153421913,1.108144277,0.405633089,2.152027596,0.097818943,0.037168226,0.201468434,0.627543058,0.351438657,0.962904814,0.008903102,0.002679472,0.018080426,0,0,0,0.443349102,0.238700428,0.727971662,3.158294324,1.64022021,4.749586377,3.158217344,1.638816027,4.753276386,-1.150317545,-1.545972893,-0.854249435,-0.393969398,-0.642684288,-0.209749455,-0.529495171,-0.856892446,-0.249885021,0,0,0,-3.219251726,-4.005426255,-2.423331007,-7.885843945,-10.47213797,-5.71813485,-7.891847908,-10.49565788,-5.733374556,0.088084003,0.071871475,0.113209548,0.762446381,0.494505434,0.949828087,0.344851842,0.214572883,0.491425251,0.147546708,0.064492538,0.264596197,0.36678921,0.202757554,0.529681578,-0.76394518,-0.99947395,-0.590135479
pmb1_zam23,910.1252558,1664.184324,163.5036496,173.7759851,764.3225921,2.560270022,0.7086706,0.114216808,0.087585383,0.151397843,0.018023367,0.013317538,0.024325362,0.631145932,0.482043082,0.826815997,0.999999196,0.963566555,1.00000423,0,0,0,0.826355933,0.448086496,1.257139858,0.827002957,0.448451554,1.257982019,0.53172932,0.120081788,0.899750395,0.248201985,0.056411541,0.498879455,0.538254234,0.111706412,1.087663482,0,0,0,2.888026513,0.649442781,5.040174203,0.105033334,0.026250247,0.215872946,0.104301163,0.02609774,0.214447972,1.195220867,0.836473264,1.646058945,0.041856759,0.030554875,0.058797217,0,0,0,0,0,0,0.013264478,0.008916939,0.01894673,0.572000975,0.399369712,0.793733071,0.571720498,0.399445161,0.793450888,0.025514541,1.31E-06,0.096751167,0.01015454,3.74E-07,0.029579651,0.404509378,1.09E-05,1.097222701,0,0,0,0.744474997,3.05E-05,1.850556331,0.078317891,2.10E-06,0.181197923,0.077830777,2.09E-06,0.179946726,0.175999241,0.066514795,0.344693446,0.870365305,0.605997937,1.03187949,0.032459409,0.014314185,0.056873014,0,0,0,1.407156187,0.901545133,2.079586621,0.51932628,0.245425427,0.950836353,0.516516494,0.243813645,0.947082805,-1.208003275,-1.772209023,-0.656205411,-0.168446785,-0.339456647,-0.069828314,-0.868576565,-1.674224135,-0.381247596,0,0,0,-4.788601444,-6.941197152,-2.802247912,-1.344729045,-2.102041087,-0.73244618,-1.342829381,-2.10067865,-0.731688117,0.084833425,0.072334569,0.112169006,0.393589756,0.093325355,0.696032084,0.423026281,0.297204707,0.580829349,0.047035608,1.17E-06,0.120386023,0.592358414,0.420752745,0.728764818,-0.623121632,-0.910791729,-0.359557176
pmb2_zam23,1005.18988,1797.737091,145.5937333,166.1103433,941.2497775,2.718876059,0.7086786,0.102841042,0.07835436,0.137097152,0.015847944,0.011914699,0.020330937,0.694228501,0.527592667,0.860818486,0.999999512,0.96859633,1.00000162,0,0,0,0.665506786,0.348621471,1.049236631,0.666034055,0.348905012,1.05010548,0.577685538,0.207395767,1.023663669,0.299428613,0.092012906,0.5608208,0.679650526,0.213029812,1.395383635,0,0,0,2.782456478,0.953888152,4.538592408,0.12462144,0.037184541,0.22462388,0.123701722,0.036923979,0.223020731,1.051042972,0.749420069,1.499181121,0.037652629,0.0264527,0.054109084,0,0,0,0,0,0,0.01069072,0.007515895,0.015335519,0.533146804,0.369232441,0.741349002,0.532788304,0.369007816,0.74138632,0.019997688,1.77E-06,0.083452448,0.010667152,4.07E-07,0.030386633,0.523344705,8.99E-06,1.292145901,0,0,0,0.624705615,2.38E-05,1.701970207,0.083097488,2.25E-06,0.190907071,0.082617887,2.23E-06,0.189663514,0.167172335,0.073213057,0.351843049,0.852067357,0.567546649,0.98920845,0.0397927,0.016861881,0.07290224,0,0,0,1.193869909,0.773150847,1.749201391,0.586736527,0.302618909,1.020471566,0.583315647,0.302222415,1.021002905,-1.11934331,-1.678261753,-0.676032232,-0.162523327,-0.36115812,-0.067125229,-1.294068286,-2.315702729,-0.501133451,0,0,0,-4.292327579,-6.116392527,-2.623171857,-1.280157244,-1.87823781,-0.670556444,-1.278659633,-1.875727126,-0.670324874,0.076605645,0.064988544,0.098471813,0.440290637,0.156106521,0.803633173,0.382576579,0.271365789,0.544954743,0.046366493,1.35E-06,0.121449551,0.591974905,0.391444822,0.701843248,-0.633040356,-0.915542769,-0.364817799
pmb3_zam23,745.047158,1839.662621,124.4436532,158.1113023,955.91953,0.541580144,0.708594,0.121460641,0.093624545,0.16591271,0.01422192,0.010720876,0.018867825,0.789735597,0.604431625,0.988922267,0.999997495,0.96874396,1.00000181,0,0,0,2.661909842,1.303346442,4.511096408,2.664340106,1.304363914,4.514880902,0.713496887,0.324816252,1.147233927,0.256046499,0.100755545,0.494582384,0.737254848,0.237132323,1.408688271,0,0,0,2.542131859,1.147101357,4.28152285,0.528903752,0.201728538,0.984768755,0.524969557,0.200337917,0.979045629,1.296451246,0.823174615,1.831576642,0.034173823,0.022734784,0.048120167,0,0,0,0,0,0,0.009389239,0.006115119,0.013494634,2.412451412,1.544563383,3.352765252,2.413491794,1.545221896,3.353620123,0.043696399,0.003982432,0.125394003,0.011877582,0.000822464,0.030299707,0.643774906,0.05669249,1.608799044,0,0,0,0.740648828,0.069894565,1.946780478,0.42286427,0.042978939,1.02357871,0.420207597,0.042695987,1.017907826,0.247535756,0.112189786,0.469165878,0.895348371,0.646431872,1.058253497,0.05746606,0.027755494,0.094832079,0,0,0,1.355376794,0.921431404,1.893218973,1.992110042,0.862159173,3.475463496,1.987399109,0.857004566,3.466243562,-1.610586,-2.28022377,-1.063403423,-0.191105752,-0.368329933,-0.090383545,-1.656750792,-2.854334901,-0.875271854,0,0,0,-4.401645718,-5.819485829,-2.992721079,-8.664508289,-11.27799984,-5.950572665,-8.656346153,-11.25941545,-5.937364233,0.078440442,0.065934444,0.102203678,0.43807761,0.181178648,0.750502247,0.38041296,0.242585081,0.53822867,0.056824321,0.004898826,0.136595172,0.691546099,0.505663866,0.838676836,-0.757730478,-0.957955527,-0.532356604
pmb4_zam23,1083.86147,1621.518206,143.7778173,132.5470341,590.2082962,2.60517891,0.7087018,0.077110147,0.059646534,0.100744598,0.014370748,0.010199226,0.018912609,0.578700544,0.447631902,0.748217067,0.999999743,0.981199568,1.000002038,0,0,0,0.685874877,0.353143485,1.069749445,0.686383605,0.353399467,1.070498237,0.512160844,0.145422762,0.858733262,0.325060622,0.088193746,0.585812527,0.7289168,0.163672593,1.380934803,0,0,0,4.372582111,1.34395556,6.811953516,0.118929986,0.038909579,0.253481285,0.118099722,0.038654142,0.251663667,1.196089356,0.902278451,1.563013762,0.051374271,0.038608117,0.067222196,0,0,0,0,0,0,0.020868893,0.016245077,0.027378433,0.67904928,0.522576446,0.888745739,0.679634871,0.523043627,0.889410528,0.01992171,0.001569855,0.074434035,0.010765424,0.000583303,0.027787649,0.521472982,0.027233947,1.403024298,0,0,0,0.970169406,0.079293544,2.518573949,0.078024621,0.005724591,0.207677401,0.077460838,0.005685346,0.206409281,0.140685429,0.046491036,0.253397444,0.827326397,0.521874485,1.001588479,0.032100175,0.012664531,0.060236293,0,0,0,1.596814289,1.019355499,2.353224341,0.612181707,0.302447992,1.050657168,0.608790231,0.301329983,1.049725068,-1.053646045,-1.530906874,-0.669092306,-0.175626551,-0.348279802,-0.074397517,-1.344571784,-2.259595428,-0.526395475,0,0,0,-6.844979713,-9.13317121,-4.349605964,-1.418123989,-2.069728554,-0.838592022,-1.417712552,-2.065022328,-0.837022051,0.065940897,0.053507848,0.086538403,0.437041765,0.124232556,0.747069504,0.484228452,0.364290339,0.633089164,0.046672611,0.003529477,0.124990193,0.515940812,0.336315983,0.678492133,-0.663349804,-0.885411971,-0.418569529
sc7_zam23,49.77793303,1283.398478,153.0710344,19.80001692,657.005519,0.125290912,0.706274733,0.251681404,0.19574619,0.338948431,0.002959968,0.002130292,0.003836351,0.086973644,0.065009252,0.113794636,0.999994615,0.998157502,1.000580694,0,0,0,2.66326433,1.44202321,4.045567653,2.674219856,1.448054628,4.062331584,6.347033712,2.866692784,9.969432834,0.21842542,0.096663639,0.370679454,0.49864704,0.151184541,0.942253387,0,0,0,2.189031666,0.999505675,3.250443877,1.264936892,0.650908395,2.611393133,1.260431981,0.648526244,2.602179343,6.49404355,2.684224461,10.09847801,0.016173086,0.006519252,0.025302434,0,0,0,0,0,0,0.004618916,0.001853413,0.007504545,3.555649452,1.446753682,5.356297048,3.568434102,1.451469045,5.374908232,0.71218874,0.291571539,1.794274505,0.024418306,0.009952633,0.042264274,0.90635765,0.472992734,1.323737117,0,0,0,1.41693597,0.743329038,2.209398755,2.683818398,1.488571352,4.252323152,2.675820708,1.483716776,4.238090406,2.039883486,0.961072134,3.771781861,0.868909827,0.696275572,0.981310754,0.032905232,0.013830546,0.050788057,0,0,0,1.214773669,0.866307842,1.660544724,9.032399632,5.100678881,13.97245998,8.993487562,5.109975918,13.9877389,-16.76971116,-21.10497229,-12.66131936,-0.127121907,-0.226268485,-0.060497505,-0.54228334,-1.017672213,-0.258315814,0,0,0,-4.070597955,-5.112681192,-3.150050098,-20.71932288,-25.76863499,-14.67803072,-20.75120451,-25.75806028,-14.68089213,0.019555623,0.015882677,0.026179125,0.479893431,0.196211879,0.767155972,0.232901603,0.09616502,0.36321204,0.147945146,0.090476685,0.229168395,0.84842179,0.674792354,0.991915347,-0.797629534,-0.980779934,-0.620656748
sc5_zam23,62.17875143,1501.090311,134.9118747,27.70936169,753.4270963,0.149662817,0.7057827,0.279923123,0.217572556,0.35615072,0.003294099,0.00239642,0.004435149,0.125050022,0.097103554,0.173474776,0.999997847,0.997450986,1.002765161,0,0,0,2.596039401,1.101487786,4.080665774,2.608297002,1.106759736,4.100014517,5.362470742,2.195509163,9.024244564,0.20405427,0.072321368,0.346055854,0.503434024,0.131914502,1.063238125,0,0,0,2.023235251,0.824986256,3.326965315,1.23536179,0.470019198,2.314471395,1.232008474,0.469059367,2.307102257,5.298338407,2.559658284,9.037659903,0.014058413,0.007274048,0.023126229,0,0,0,0,0,0,0.004109013,0.001846472,0.007180479,3.03446549,1.443367274,5.105276616,3.047321405,1.449082732,5.124267888,0.685631012,0.219579737,1.552160991,0.020464639,0.009065304,0.038611742,1.001601752,0.465303887,1.592470365,0,0,0,1.225937386,0.60970397,2.111603806,2.463284309,1.269192997,4.051075383,2.457793754,1.264678479,4.039668026,2.069308783,0.880182875,3.412966784,0.864361581,0.711412758,0.974178418,0.043245625,0.01912561,0.067257809,0,0,0,1.28580284,0.925151091,1.721046029,8.562976873,4.705861683,13.23584298,8.55861743,4.713102202,13.28347098,-14.93900638,-18.84530879,-10.53824799,-0.128076427,-0.208435444,-0.054908789,-0.755756073,-1.483118271,-0.350795235,0,0,0,-3.864840443,-4.885840611,-2.801230183,-18.80963756,-24.78603502,-12.93945164,-18.81552492,-24.75748002,-12.95499736,0.022578817,0.019207228,0.030911863,0.45316656,0.180437003,0.743859415,0.206510954,0.100573678,0.352538337,0.136956655,0.073764706,0.216063453,0.878519475,0.719359716,0.999753591,-0.789692898,-0.975845784,-0.556781758
sc1_zam23,321.8973003,1954.82411,4659.71159,107.7341833,571.764287,1.339225496,0.7087946,0.220755675,0.168795491,0.290204688,0.010407226,0.007549907,0.014143475,0.015852162,0.011735525,0.021910833,0.999989601,0.993936406,1.000005704,0,0,0,1.68568205,0.913816795,2.338523715,1.686625608,0.914248503,2.339754909,1.767132208,0.536902458,3.313062776,0.272043973,0.070599694,0.484583274,0.026975897,0.005812469,0.072267911,0,0,0,4.348834975,1.585805519,8.23152594,0.241845815,0.067530613,0.457921493,0.240166287,0.06706072,0.454415288,12.1584509,9.21015089,14.82796434,0.132584585,0.095838044,0.160573629,0,0,0,0,0,0,0.062365427,0.047522878,0.07821925,4.074203691,2.948187161,4.914181679,4.077795297,2.948451691,4.914078665,1.419367285,0.781560901,2.284239283,0.312260933,0.197328528,0.507715289,0.970985964,0.900641946,1.043895247,0,0,0,24.42937938,21.24463204,27.23715826,4.598378485,4.102201321,5.275424177,4.5667245,4.077379503,5.239861566,0.415999851,0.151188793,0.881713503,0.595875797,0.322135464,0.988522966,0.001094391,0.000347726,0.0022521,0,0,0,1.60556081,0.863390892,2.814175815,2.551934171,1.079746866,4.355087852,2.549411229,1.078246509,4.349675011,-15.99660251,-18.00921045,-13.54320893,-0.419343323,-0.828421036,-0.186146149,-0.076669925,-0.147571269,-0.039580032,0,0,0,-31.12963793,-34.21127063,-28.04992648,-12.60421683,-13.97882647,-11.47337127,-12.57071624,-13.94601641,-11.44730146,0.024640339,0.018894762,0.030973275,0.189683073,0.054829436,0.336231445,0.602730857,0.454313013,0.731647448,0.84355476,0.759315943,0.935949535,0.197362448,0.106574126,0.327561457,-0.99933387,-0.99999971,-0.918257842
lawis_river_zam23,203.6279255,839.4157581,124.1231974,775.2604857,617.6250668,0.177172078,0.7047563,2.197772846,1.917057281,2.487154215,0.141795728,0.108371402,0.165697701,2.075987389,1.820607934,2.388873211,0.924781005,0.884718522,0.984238458,0,0,0,2.823450922,1.28280525,4.963519379,2.84138959,1.290867825,4.995364894,1.459684615,0.889712531,1.915151883,0.395084106,0.200491825,0.55016532,0.260282713,0.106916743,0.508612805,0,0,0,2.64906414,1.481427205,3.576313586,1.067226263,0.545114088,1.746456639,1.065561802,0.544286649,1.744533089,0.257774219,4.97E-06,0.753892432,0.003987895,8.21E-08,0.012025791,0,0,0,0,0,0,0.000825612,1.65E-08,0.002403286,0.385949005,8.58E-06,1.147999015,0.388130845,8.62E-06,1.154872383,0.097876555,8.89E-06,0.34733099,0.012234486,1.36E-06,0.039061779,0.266579954,2.48E-05,0.613860105,0,0,0,0.812482729,6.50E-05,1.842956113,0.67365989,7.30E-05,1.686737602,0.673424458,7.29E-05,1.684288275,0.229456681,0.103071808,0.450670985,0.572273966,0.380977745,0.796911295,0.015993732,0.006594966,0.028872593,0,0,0,0.642967084,0.419340752,1.004286488,8.415669569,5.804751611,11.03040232,8.405286578,5.794184407,11.0179544,-3.609900799,-4.079727945,-3.171005064,-0.139818843,-0.254078918,-0.060650085,-1.935072332,-2.211935736,-1.548310339,0,0,0,-3.321086527,-4.10184379,-2.709950474,-14.09052559,-16.97109222,-10.84355483,-14.11848587,-16.94904889,-10.85148848,0.691986223,0.645582841,0.768968481,0.608534895,0.338486585,0.779864658,0.047818435,9.20E-07,0.140383761,0.069699893,6.67E-06,0.154221368,0.456387207,0.314151883,0.64784382,-0.999993747,-0.999999506,-0.922442443
masinloc_river_zam23,185.2886871,643.2009875,131.4580737,745.3642851,524.0697881,0.525377015,0.70690911,2.280432181,2.062622358,2.547477859,0.170241869,0.136771833,0.199860555,1.813131536,1.541413512,2.060071442,0.911493253,0.877433288,0.970538027,0,0,0,1.802399627,0.852068952,2.647083759,1.808404324,0.854783726,2.655819684,1.319729789,0.794150432,1.734923996,0.444944614,0.226081545,0.604407534,0.186918257,0.070455065,0.429045075,0,0,0,2.638338586,1.533006854,3.5105282,0.286509505,0.148765441,0.476327757,0.285418274,0.148071919,0.474898038,0.097568476,2.02E-06,0.575654201,0.001888364,3.86E-08,0.010358805,0,0,0,0,0,0,0.000339271,6.60E-09,0.001888013,0.049414244,9.33E-07,0.272965256,0.049556162,9.35E-07,0.273693792,0.077092121,1.13E-05,0.290600667,0.012050859,1.83E-06,0.035524774,0.210701079,3.13E-05,0.468280234,0,0,0,0.658855857,6.12E-05,1.714854718,0.162330737,2.65E-05,0.435403786,0.161646903,2.64E-05,0.433651326,0.175467265,0.062955205,0.35883189,0.5182341,0.291004525,0.754820027,0.0096137,0.004397223,0.019169037,0,0,0,0.545978654,0.297219182,0.911369889,1.718787573,0.846419178,2.711849549,1.716733628,0.845739637,2.704090269,-3.363143645,-3.769187801,-2.965525125,-0.127799563,-0.248520553,-0.053343456,-1.454917217,-1.690119279,-1.125613359,0,0,0,-3.050750837,-3.788569218,-2.504710434,-3.711068927,-4.574922389,-2.598308414,-3.712520276,-4.578171111,-2.600292942,0.792315229,0.739493502,0.853578349,0.595808328,0.344770743,0.801163064,0.020182131,4.19E-07,0.118189746,0.0664493,7.44E-06,0.152558435,0.386443852,0.231852808,0.580584747,-0.999997875,-0.999999602,-0.911428426
