sample_id,Ca,Mg,Na,Cl,F_Ca_prec,F_Ca_prec_pct25,F_Ca_prec_pct75,F_Mg_prec,F_Mg_prec_pct25,F_Mg_prec_pct75,F_Na_prec,F_Na_prec_pct25,F_Na_prec_pct75,F_Cl_prec,F_Cl_prec_pct25,F_Cl_prec_pct75,F_Ca_bslt,F_Ca_bslt_pct25,F_Ca_bslt_pct75,F_Mg_bslt,F_Mg_bslt_pct25,F_Mg_bslt_pct75,F_Na_bslt,F_Na_bslt_pct25,F_Na_bslt_pct75,F_Cl_bslt,F_Cl_bslt_pct25,F_Cl_bslt_pct75,F_Ca_carb,F_Ca_carb_pct25,F_Ca_carb_pct75,F_Mg_carb,F_Mg_carb_pct25,F_Mg_carb_pct75,F_Na_carb,F_Na_carb_pct25,F_Na_carb_pct75,F_Cl_carb,F_Cl_carb_pct25,F_Cl_carb_pct75,F_Ca_flsc,F_Ca_flsc_pct25,F_Ca_flsc_pct75,F_Mg_flsc,F_Mg_flsc_pct25,F_Mg_flsc_pct75,F_Na_flsc,F_Na_flsc_pct25,F_Na_flsc_pct75,F_Cl_flsc,F_Cl_flsc_pct25,F_Cl_flsc_pct75,F_Ca_umfc,F_Ca_umfc_pct25,F_Ca_umfc_pct75,F_Mg_umfc,F_Mg_umfc_pct25,F_Mg_umfc_pct75,F_Na_umfc,F_Na_umfc_pct25,F_Na_umfc_pct75,F_Cl_umfc,F_Cl_umfc_pct25,F_Cl_umfc_pct75,F_norm_prec,F_norm_25_prec,F_norm_75_prec,F_norm_bslt,F_norm_25_bslt,F_norm_75_bslt,F_norm_carb,F_norm_25_carb,F_norm_75_carb,F_norm_flsc,F_norm_25_flsc,F_norm_75_flsc,F_norm_umfc,F_norm_25_umfc,F_norm_75_umfc
bulsa_river_us_zam22,456.5098059,571.5696359,297.65,36.10413787,0.055264023,0.042411434,0.070079143,0.011676575,0.008895893,0.015509914,0.079716889,0.060760747,0.1051201,0.999999909,0.999999865,0.999999952,0.252331897,0.164510321,0.293935818,0.175001086,0.101724759,0.230677749,0.084973793,0.028002879,0.151655442,0,0,0,0.301902317,0.125637096,0.420672206,0.015809467,0.006325615,0.021988922,0,0,0,0,0,0,0.211963373,0.089970657,0.484805797,0.112293227,0.061323062,0.171919945,0.812917571,0.751402293,0.862944384,0,0,0,0.113466266,0.051160876,0.191232552,0.675646729,0.607597124,0.738164147,0.006478475,0.003059898,0.009995661,0,0,0,0.042415122,0.033856242,0.054678292,0.197258013,0.127192357,0.224064119,0.110149585,0.046028322,0.154411624,0.300946423,0.246159496,0.436126177,0.330393576,0.292723503,0.378062088
camiling_river_ds_zam22,510.9661161,894.1164369,258.27,94.63233013,0.125274999,0.097364195,0.168147408,0.020560788,0.015100649,0.027580159,0.238421655,0.175784925,0.323516562,0.999999956,0.999999931,0.99999998,0.210102916,0.130458445,0.258544358,0.104454483,0.060330295,0.151954976,0.086225197,0.029828207,0.172917801,0,0,0,0.200605485,0.079072247,0.328103895,0.007281431,0.002977618,0.012054733,0,0,0,0,0,0,0.17892965,0.067199388,0.341407795,0.049525149,0.027881195,0.078620499,0.618715186,0.52326694,0.716788209,0,0,0,0.212519088,0.092475808,0.357410321,0.805699116,0.751451424,0.844853663,0.013799706,0.006704197,0.020087548,0,0,0,0.088945195,0.069458627,0.113431038,0.146386302,0.085177751,0.183260326,0.065965527,0.025934472,0.107198291,0.177029877,0.13195697,0.249379998,0.495144299,0.443873043,0.554692576
malabobo_river_zam22,560.4321573,739.1894672,247.18,47.52771275,0.054496105,0.042815499,0.072857646,0.012171637,0.008971346,0.016447017,0.126469702,0.09903235,0.168283532,0.999999924,0.999999882,0.999999962,0.255525337,0.224657228,0.282777068,0.171414667,0.125264944,0.22915736,0.14702765,0.065210847,0.231193884,0,0,0,0.337393181,0.201745946,0.431811761,0.01609518,0.009927738,0.022088294,0,0,0,0,0,0,0.170854271,0.081985187,0.307672062,0.064208416,0.037202778,0.101948937,0.701512208,0.618196146,0.778639967,0,0,0,0.138441767,0.067051686,0.227027124,0.716912109,0.65942457,0.773577486,0.010894001,0.005049567,0.015665862,0,0,0,0.046894375,0.036874704,0.062095831,0.209995298,0.172663435,0.234936389,0.130434565,0.078067119,0.167121046,0.201139749,0.159186817,0.269330818,0.389830031,0.351202838,0.438393638
bayaoas_river_zam22,603.4358002,792.5529726,216.23,65.86184526,0.070182619,0.055922784,0.095475542,0.015671594,0.011799005,0.020706712,0.194602922,0.149299012,0.271356083,0.99999994,0.999999908,0.999999965,0.247496775,0.215289741,0.275400001,0.169523369,0.124810239,0.222812331,0.179889847,0.098763856,0.251783185,0,0,0,0.365596729,0.248386725,0.472879333,0.017650373,0.011833427,0.023205943,0,0,0,0,0,0,0.124511638,0.052084784,0.231912511,0.049660947,0.028451908,0.079361516,0.585235423,0.505915559,0.674144812,0,0,0,0.136804183,0.060093095,0.233864547,0.736808031,0.677022773,0.786088741,0.013690754,0.007097228,0.021097968,0,0,0,0.061895313,0.049402784,0.077841167,0.205665394,0.178495662,0.231108201,0.145535598,0.099408369,0.188560543,0.150944644,0.116222109,0.202454636,0.407430824,0.371986349,0.461382245
dumoloc_river_zam22,756.3625929,809.0722074,389.63,61.6308916,0.054806593,0.04093879,0.072599187,0.013996617,0.010052839,0.019474818,0.100180661,0.077299505,0.136314899,0.999999923,0.999999884,0.999999959,0.247124965,0.212427489,0.275669649,0.21374448,0.141979225,0.272036055,0.123632318,0.049570637,0.210857665,0,0,0,0.3600659,0.180561514,0.47594438,0.02155528,0.010733338,0.028364789,0,0,0,0,0,0,0.187906907,0.074207719,0.398948682,0.111667258,0.064033512,0.166580243,0.754333313,0.66580814,0.828445994,0,0,0,0.103883087,0.05151451,0.15961793,0.623074969,0.562563494,0.701057823,0.005882382,0.002788676,0.009650819,0,0,0,0.047349908,0.036854316,0.06295086,0.224492264,0.182963313,0.239659914,0.148141421,0.074380232,0.195844346,0.265818595,0.210629051,0.373133032,0.29775303,0.266395822,0.343202801
mapita_river_zam22,761.2031538,840.5266406,297.68,35.68104251,0.030557039,0.023847557,0.039847628,0.007783299,0.005918333,0.010716974,0.074860316,0.059445509,0.101619476,0.99999987,0.999999798,0.999999924,0.256497414,0.22223317,0.289740674,0.209116055,0.149152994,0.265989435,0.165802153,0.069129042,0.259869333,0,0,0,0.387348264,0.222321193,0.504445359,0.022050672,0.013025587,0.029055118,0,0,0,0,0,0,0.182110806,0.073620636,0.348718249,0.078938514,0.045789417,0.12906045,0.742157078,0.643729981,0.83568337,0,0,0,0.092614795,0.042025531,0.172463791,0.665975907,0.585816789,0.73148741,0.009021778,0.004161176,0.013450047,0,0,0,0.027083781,0.022492027,0.035977561,0.232128294,0.202713275,0.248573877,0.16702294,0.09487238,0.215973548,0.217821377,0.167034753,0.305923856,0.332809412,0.296485053,0.374079261
pmb1_zam22,815.1105345,1766.220942,164.79,101.5428878,0.081879024,0.063900607,0.109144731,0.010662366,0.007624563,0.013898999,0.386678763,0.29555194,0.509937106,0.999999931,0.999999886,0.999999969,0.148762946,0.106666108,0.226371475,0.061282316,0.036639986,0.105092918,0.190442403,0.098053399,0.250418354,0,0,0,0.347393072,0.20251666,0.520385901,0.010736979,0.005944054,0.015552008,0,0,0,0,0,0,0.033917542,0.013794299,0.076741371,0.008647161,0.004686187,0.015067021,0.334413129,0.2501007,0.444197146,0,0,0,0.314346537,0.143162417,0.489579319,0.903372641,0.859974588,0.928454799,0.049136576,0.028698847,0.071745468,0,0,0,0.05407928,0.043529012,0.071515183,0.098395071,0.069535293,0.144885866,0.110139262,0.063636676,0.164554274,0.038447682,0.025647992,0.05651953,0.673196571,0.615577037,0.731431062
pmb2_zam22,1058.797844,1924.830282,142.17,83.06772346,0.04982657,0.040247077,0.06739611,0.007668298,0.00583572,0.010287831,0.36962421,0.292125507,0.504205328,0.999999899,0.999999851,0.999999947,0.120592853,0.082079749,0.210062532,0.059815973,0.036066438,0.119464856,0.238659975,0.160477632,0.291237915,0,0,0,0.501916835,0.358008612,0.645397005,0.017746863,0.012404048,0.02266789,0,0,0,0,0,0,0.020605271,0.007657655,0.045046213,0.006262655,0.0032264,0.010836505,0.308809948,0.223261514,0.374624865,0,0,0,0.244510303,0.127499582,0.38420158,0.90228031,0.847486581,0.927886673,0.058804787,0.02879148,0.090904265,0,0,0,0.038574435,0.031515031,0.052511275,0.089811549,0.061554782,0.155325953,0.180893624,0.129277229,0.232594029,0.026159311,0.017731349,0.036503995,0.62978789,0.580368645,0.689514577
pmb4_zam22,1001.908778,1782.657889,124.71,98.01709305,0.061984016,0.049230078,0.086187371,0.009913823,0.007490102,0.013198742,0.515245069,0.398294727,0.668763398,0.999999912,0.999999845,0.999999954,0.088842159,0.056797745,0.155253771,0.04270583,0.024203668,0.088990569,0.184128386,0.105811932,0.246292976,0,0,0,0.519846548,0.388275566,0.674225694,0.018769261,0.013779651,0.023788644,0,0,0,0,0,0,0.012340655,0.00364246,0.0315669,0.003943063,0.001785316,0.008715879,0.223102977,0.132342514,0.291782055,0,0,0,0.270832928,0.126473292,0.408702972,0.91788865,0.875397941,0.940167827,0.064226343,0.034467364,0.098563825,0,0,0,0.05083271,0.040053983,0.064905407,0.065748903,0.043675611,0.119082569,0.191267564,0.142285975,0.245821309,0.017207961,0.009830611,0.028127983,0.644012762,0.590073107,0.708047729
pmb3_zam22,984.4428365,1789.775766,109.51,92.93994866,0.060233815,0.045535971,0.080961781,0.009546881,0.006858116,0.01259005,0.548705483,0.430303548,0.721661057,0.999999892,0.999999806,0.999999949,0.074249847,0.032869154,0.1374792,0.032980765,0.014767417,0.073620336,0.16347783,0.079451309,0.232947673,0,0,0,0.524519658,0.372897986,0.673983875,0.018725071,0.013128783,0.024105801,0,0,0,0,0,0,0.009496547,0.00219327,0.02561243,0.002806954,0.00098537,0.005966657,0.185281062,0.100694376,0.274674132,0,0,0,0.283632511,0.136102544,0.43139516,0.93258885,0.891688814,0.949731886,0.070507842,0.033320102,0.112978563,0,0,0,0.047121947,0.037865624,0.062992596,0.055248843,0.026582495,0.097728979,0.190806676,0.135221313,0.246718751,0.01326806,0.006322691,0.022692293,0.667152151,0.605483246,0.728120903
sc7_zam22,60.94365986,1283.563053,262.42,263.8704764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
lawis_river_zam22,233.6942961,995.926764,120.53,52.04072998,0.144268553,0.111810996,0.199413414,0.009911972,0.007271754,0.013518369,0.290515478,0.218437054,0.379653373,0.99999993,0.999999862,0.999999974,0.137447908,3.99E-06,0.234888049,0.02637816,1.09E-06,0.050842206,0.043477183,2.80E-06,0.132303878,0,0,0,0.103110148,2.29E-06,0.251755028,0.001498422,3.76E-08,0.003785727,0,0,0,0,0,0,0.134140413,0.056510897,0.261912626,0.01807597,0.010394688,0.029324903,0.587298691,0.470674046,0.671470316,0,0,0,0.369962856,0.158752429,0.618519173,0.923602286,0.894390855,0.943750093,0.036027673,0.020234565,0.053010342,0,0,0,0.058328111,0.045902542,0.078488081,0.054219866,1.68E-06,0.089165578,0.018980179,4.23E-07,0.046715488,0.090422316,0.066702553,0.118635245,0.745086805,0.707085875,0.789577233
masinloc_river_zam22,226.8077249,684.4270726,358.42,95.46767227,0.260855645,0.205933119,0.329855342,0.024051978,0.017715734,0.031219734,0.175032822,0.130545811,0.225884621,0.99999994,0.994867559,0.999999974,0.042383965,2.51E-06,0.156127021,0.012887131,6.45E-07,0.041583027,0.005309213,2.59E-07,0.020109763,0,0,0,0.035670896,2.05E-06,0.143899222,0.000710596,4.29E-08,0.003186081,0,0,0,0,0,0,0.250683331,0.120018612,0.431566403,0.093176576,0.052561263,0.143713998,0.786283115,0.726671114,0.84273988,0,0,0,0.239341857,0.1215315,0.446844083,0.838934765,0.782694859,0.881542533,0.007752687,0.003376584,0.011718142,0,0,0,0.107603852,0.088180964,0.137165216,0.016625255,9.10E-07,0.060526397,0.006726601,3.91E-07,0.027486535,0.325692968,0.282716112,0.368048011,0.500866062,0.464681497,0.536472524
salasa_river_zam22,268.2144818,1023.61654,1505.02,2321.665303,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bagsit_river_zam22,160.611807,1033.552767,125.97,59.09231941,0.235871057,0.178424156,0.312705362,0.010671027,0.007768311,0.013977253,0.326089523,0.243711051,0.435509741,0.999999926,0.996948434,0.999999971,0.054938386,1.79E-06,0.178172484,0.007619069,1.92E-07,0.023946509,0.011876529,3.57E-07,0.060002428,0,0,0,0.042245883,6.11E-07,0.164586014,0.000403602,6.70E-09,0.001667185,0,0,0,0,0,0,0.159178164,0.060104943,0.30213536,0.01728465,0.009946124,0.028437491,0.581785841,0.467368529,0.671965749,0,0,0,0.354193769,0.194155045,0.562908659,0.942120456,0.918961998,0.958058056,0.039483328,0.017793825,0.056969611,0,0,0,0.068887604,0.054495783,0.089421069,0.013659118,4.56E-07,0.048510295,0.005521023,7.88E-08,0.021372382,0.092882839,0.071738611,0.1137761,0.780216394,0.757734557,0.801980145
bancal_river_zam22,8297.320226,42813.82432,57166.73,90944.34886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bucao_river_zam22,827.6984879,850.6274429,1024.09,476.8284771,0.36690047,0.27790025,0.479220925,0.103664069,0.07631759,0.13841939,0.300644873,0.239005356,0.410714186,0.999999981,0.999999966,0.999999995,0.096916772,3.92E-06,0.165881338,0.074298132,4.62E-06,0.152265135,0.012478138,1.07E-06,0.03577011,0,0,0,0.088739982,2.35E-06,0.206319827,0.005722282,1.48E-07,0.012830409,0,0,0,0,0,0,0.282958277,0.13033525,0.468726397,0.185815162,0.104993294,0.275486625,0.656344303,0.549291842,0.72904853,0,0,0,0.080866026,0.033568983,0.133904282,0.597439026,0.486149602,0.677724759,0.00245203,0.001351528,0.00384854,0,0,0,0.257912217,0.211054569,0.35589099,0.066442007,3.04E-06,0.11668707,0.029136549,7.64E-07,0.067935241,0.389126501,0.325859204,0.463797316,0.214140879,0.174600697,0.246862359
maloma_river_zam22,280.7899596,860.4813824,304.87,91.95272614,0.209160631,0.154949578,0.270857496,0.019505393,0.014612571,0.027216438,0.204555902,0.150261746,0.281177217,0.999999941,0.998836669,0.999999973,0.061843871,3.01E-06,0.191958614,0.016652194,9.59E-07,0.057382841,0.007548711,6.97E-07,0.03907608,0,0,0,0.047336303,2.16E-06,0.177551305,0.001021149,4.49E-08,0.003849957,0,0,0,0,0,0,0.222674342,0.113390006,0.378646079,0.056678546,0.033752778,0.094043395,0.737359836,0.651618572,0.800988076,0,0,0,0.310480649,0.140946686,0.501850765,0.865985693,0.830574538,0.89923085,0.012664533,0.006767998,0.018475492,0,0,0,0.096026909,0.075203874,0.126919875,0.026059567,1.27E-06,0.082619462,0.009808198,4.47E-07,0.036800152,0.237029091,0.203036521,0.278367107,0.576764448,0.53851712,0.625543946
bulsa_river_us_zam23,447.3027596,529.0886649,290.4397365,57.40783573,0.079831953,0.062278043,0.104146564,0.018816746,0.014675799,0.024563843,0.127826251,0.09599572,0.175060609,0.999999945,0.999999914,0.999999982,0.236080766,0.133046921,0.27266984,0.165385718,0.088703636,0.228033714,0.076607307,0.020488269,0.140740054,0,0,0,0.26864575,0.074589996,0.398339156,0.014465213,0.004150552,0.021240051,0,0,0,0,0,0,0.2780312,0.104030307,0.552526273,0.125546608,0.068354154,0.193305601,0.766026612,0.702228491,0.82832716,0,0,0,0.110015719,0.05101338,0.186911312,0.665162716,0.589402209,0.732747413,0.005465444,0.002872791,0.008399036,0,0,0,0.065041491,0.053283591,0.083533374,0.183239131,0.094136684,0.220619043,0.100851961,0.028192206,0.148650032,0.320155015,0.245125418,0.450599645,0.318800023,0.279692567,0.35749347
camiling_river_ds_zam23,397.3002645,665.7889323,183.9059996,82.68975827,0.14156759,0.106062687,0.181574061,0.022534306,0.016848955,0.029219864,0.281433855,0.205937068,0.381085998,0.999999962,0.999999941,0.999999983,0.222647956,0.166228427,0.261830538,0.110326865,0.066273267,0.162444996,0.116688566,0.040844723,0.185236157,0,0,0,0.239592865,0.11713815,0.35222642,0.009194159,0.004594296,0.013697179,0,0,0,0,0,0,0.134171467,0.059560041,0.260116152,0.040245424,0.021890023,0.070890561,0.566836471,0.446516589,0.659932567,0,0,0,0.19605522,0.096056851,0.308837534,0.803808257,0.752410925,0.846636671,0.013443693,0.006991299,0.02147248,0,0,0,0.097842041,0.078796096,0.12959434,0.154017903,0.111585484,0.189949928,0.081357266,0.040072943,0.119312517,0.153688014,0.111664928,0.208513736,0.487266131,0.444945345,0.540313293
malabobo_river_zam23,408.5034183,525.5297264,160.833185,57.83177728,0.095083384,0.074810439,0.124425659,0.020335384,0.014678681,0.02732661,0.234408587,0.173576088,0.320388103,0.999999952,0.999999929,0.99999997,0.2360571,0.202049368,0.262653867,0.164978192,0.114705249,0.226184857,0.157923793,0.067869352,0.229187906,0,0,0,0.338154323,0.20332609,0.447763435,0.016962772,0.009954659,0.022333598,0,0,0,0,0,0,0.128363508,0.052614964,0.255514403,0.046716904,0.027059804,0.080926944,0.5663188,0.479866422,0.682690183,0,0,0,0.14499399,0.063291089,0.237591509,0.731116336,0.668172788,0.78569652,0.011354324,0.004506364,0.017477149,0,0,0,0.079361848,0.06356762,0.106444899,0.196337729,0.163425203,0.224678984,0.135168769,0.081234182,0.178599393,0.153870867,0.11740001,0.221488032,0.403974854,0.35879667,0.451474772
bayaoas_river_zam23,573.6064674,711.4996914,186.6120705,83.2803994,0.095896907,0.072445408,0.123553788,0.02191018,0.016870978,0.029541648,0.304800045,0.233907966,0.396768524,0.999999954,0.999999932,0.999999977,0.226554766,0.191703416,0.256873524,0.166101257,0.120843973,0.218450915,0.185364281,0.111839792,0.247995152,0,0,0,0.407741863,0.310959554,0.518372813,0.021287882,0.016302581,0.02708788,0,0,0,0,0,0,0.087146779,0.037404608,0.172692865,0.037356535,0.019329142,0.062812743,0.482174046,0.38177268,0.592848385,0,0,0,0.131133421,0.059208569,0.217367865,0.740113873,0.686396107,0.793238885,0.012509096,0.005765031,0.018949011,0,0,0,0.086604596,0.067824439,0.112822045,0.194712388,0.168576073,0.223860024,0.168768981,0.128990849,0.214902353,0.116496363,0.084574414,0.156757063,0.409414699,0.370564827,0.451437376
mapita_river_zam23,762.7875642,797.4490846,283.5677408,78.91461936,0.069069294,0.053079309,0.08850819,0.017522676,0.013034622,0.024157139,0.18156692,0.137269242,0.245261247,0.999999944,0.999999914,0.999999966,0.241989224,0.212732227,0.270639708,0.210445658,0.15518235,0.268871793,0.157773485,0.090650374,0.245966192,0,0,0,0.396073816,0.264125337,0.501887758,0.02456783,0.016534584,0.032042033,0,0,0,0,0,0,0.143742897,0.057276281,0.288699412,0.068308551,0.037292485,0.110025232,0.628161698,0.538742626,0.714238518,0,0,0,0.106995964,0.048673916,0.165790579,0.668187971,0.598981585,0.726397342,0.009509768,0.004555731,0.014439134,0,0,0,0.064051807,0.050986689,0.08394215,0.222285845,0.194906754,0.242173533,0.174814135,0.117010823,0.220485056,0.19041931,0.141122904,0.253300394,0.332048607,0.292949032,0.369663204
dumoloc_river_zam23,658.0418185,853.0343551,256.1153641,111.1556145,0.111712705,0.081017272,0.141086807,0.022566654,0.016810065,0.031477687,0.277458779,0.216094308,0.369540385,0.99999996,0.99999994,0.999999977,0.234058469,0.20242507,0.25960493,0.164699195,0.115930374,0.215634537,0.158756024,0.076323596,0.230484919,0,0,0,0.352113999,0.244978634,0.461697889,0.01757831,0.011845358,0.02285397,0,0,0,0,0,0,0.108409612,0.042557757,0.216847599,0.041544705,0.024425683,0.073965422,0.517711323,0.417016312,0.623040997,0,0,0,0.144725752,0.070070919,0.228046738,0.739350376,0.684502597,0.78933645,0.012914243,0.006548608,0.019005146,0,0,0,0.091428394,0.074850572,0.123139671,0.195279288,0.163844894,0.220816532,0.13994238,0.096448867,0.182910499,0.139769387,0.102855049,0.18792669,0.41039449,0.371119831,0.446838919
pmb1_zam23,910.1252558,1664.184324,163.5036496,173.7759851,0.121327148,0.096069254,0.161892937,0.018520756,0.014774389,0.02420464,0.658024632,0.504555574,0.818789779,0.999999937,0.999999887,0.999999975,0.09840374,0.042031573,0.164670618,0.044275577,0.01828124,0.090223258,0.110009429,0.044485809,0.175492623,0,0,0,0.452622772,0.312659708,0.607443616,0.016057862,0.010971037,0.021003011,0,0,0,0,0,0,0.01326979,0.00250222,0.033739462,0.003829635,0.001342133,0.008555942,0.169564035,0.070744957,0.265723351,0,0,0,0.258664117,0.105357481,0.418790234,0.915872832,0.867934592,0.939610588,0.046149258,0.022339975,0.068709139,0,0,0,0.091671495,0.075239582,0.112976129,0.070789126,0.034169423,0.117996288,0.159943658,0.111044505,0.214580128,0.019717364,0.007642529,0.034097286,0.633312122,0.583659783,0.703415855
pmb2_zam23,1005.18988,1797.737091,145.5937333,166.1103433,0.108918303,0.082350933,0.140784307,0.016561745,0.012428276,0.020914644,0.685037941,0.535363738,0.857630341,0.999999929,0.999999853,0.999999972,0.069678669,0.021528727,0.13554251,0.031496377,0.008972681,0.069643415,0.112400642,0.033641288,0.181909353,0,0,0,0.518086988,0.381226437,0.672938634,0.018397841,0.013065328,0.02430546,0,0,0,0,0,0,0.008106632,0.001743392,0.021641413,0.002537534,0.00061858,0.006660937,0.139591912,0.038454094,0.232650074,0,0,0,0.2355167,0.107982473,0.388418841,0.925329393,0.889739501,0.945290824,0.052439273,0.025440557,0.080011495,0,0,0,0.080258252,0.066556552,0.098218099,0.052768571,0.015306482,0.096634979,0.187322515,0.138178335,0.244233382,0.012382294,0.00380984,0.023358732,0.636616444,0.59169171,0.697443372
pmb3_zam23,745.047158,1839.662621,124.4436532,158.1113023,0.1320624,0.099716801,0.173110367,0.014963905,0.011178628,0.01952235,0.779352805,0.610898835,0.941771776,0.999999904,0.980941893,0.999999964,0.042086059,5.02E-06,0.100738963,0.013077127,1.82E-06,0.039559287,0.056165776,3.48E-06,0.124803479,0,0,0,0.438606041,0.237300021,0.628902579,0.011462981,0.005814707,0.016494653,0,0,0,0,0,0,0.005111363,6.79E-07,0.018722905,0.001186243,1.37E-07,0.003652559,0.084673269,6.63E-06,0.175784428,0,0,0,0.296710056,0.127443234,0.542492795,0.951900541,0.930118689,0.964201662,0.065528794,0.031722642,0.099240706,0,0,0,0.079698321,0.069708952,0.097221372,0.023361328,3.08E-06,0.064400065,0.128732467,0.069530467,0.185133427,0.00771527,7.03E-07,0.016831304,0.722557957,0.672299856,0.800097659
pmb4_zam23,1083.86147,1621.518206,143.7778173,132.5470341,0.080366933,0.061650782,0.109130236,0.015281265,0.01124453,0.020551025,0.58351138,0.455535771,0.787975612,0.999999924,0.999999881,0.999999961,0.082226642,0.041149904,0.141092111,0.048908518,0.021683148,0.092489725,0.165719922,0.070821983,0.221704334,0,0,0,0.579830101,0.455519766,0.702386755,0.025226317,0.019195898,0.029970893,0,0,0,0,0,0,0.011993965,0.003164801,0.034343279,0.004347661,0.001550264,0.009880954,0.19147708,0.084809928,0.272651512,0,0,0,0.209804414,0.102064381,0.332221283,0.901658142,0.857052492,0.929469321,0.048282368,0.023972715,0.073014137,0,0,0,0.06950733,0.055424146,0.088200891,0.070068589,0.035090253,0.11797624,0.2338509,0.183901383,0.284165761,0.018407642,0.007611537,0.031671489,0.587612685,0.537491142,0.640911968
sc7_zam23,49.77793303,1283.398478,153.0710344,19.80001692,0.247698162,0.186756717,0.312034238,0.002751496,0.002008799,0.003598395,0.080478986,0.060624142,0.106820245,0.999999533,0.985672213,0.999999775,0.008295455,5.68E-07,0.096385038,0.00027995,2.52E-08,0.003624266,0.000403202,5.10E-08,0.007306402,0,0,0,0.006157698,5.28E-07,0.084273169,1.62E-05,1.42E-09,0.00020655,0,0,0,0,0,0,0.280987048,0.173214032,0.431886484,0.017823756,0.011434526,0.030008879,0.859136599,0.819395016,0.887235867,0,0,0,0.325187325,0.175815612,0.491872205,0.964934302,0.945195993,0.977684476,0.037949954,0.020667629,0.054531971,0,0,0,0.018599823,0.015251829,0.024202343,0.000611168,4.60E-08,0.007475052,0.000219882,1.87E-08,0.003005365,0.115320516,0.107020188,0.125301018,0.845775381,0.831048382,0.857077351
sc5_zam23,62.17875143,1501.090311,134.9118747,27.70936169,0.262092866,0.207840182,0.33735063,0.003105172,0.002327577,0.00396628,0.134586044,0.101836122,0.177533639,0.999999668,0.985843525,0.999999841,0.020530154,6.74E-07,0.126263204,0.000711249,3.16E-08,0.004247969,0.00159299,8.72E-08,0.012840818,0,0,0,0.016581065,6.09E-07,0.11211769,4.36E-05,1.86E-09,0.000285621,0,0,0,0,0,0,0.24218164,0.149195006,0.393561511,0.013874032,0.008058487,0.021379071,0.788722309,0.726624243,0.828300106,0,0,0,0.297374223,0.160314103,0.492416854,0.969595237,0.951943355,0.979865025,0.050226029,0.026385598,0.072610012,0,0,0,0.022818844,0.01866635,0.029122029,0.001775111,6.65E-08,0.009643898,0.000644104,2.39E-08,0.004346862,0.084683261,0.077051301,0.092943658,0.870733946,0.856609028,0.879944985
sc1_zam23,321.8973003,1954.82411,4659.71159,107.7341833,0.197042259,0.155926862,0.2553275,0.009266088,0.006933191,0.01173354,0.014330899,0.010901033,0.019301,0.993892717,0.982692981,0.999999757,4.39E-06,5.28E-07,0.055805924,6.90E-07,7.37E-08,0.007214163,7.40E-08,7.71E-09,0.000623534,0,0,0,3.29E-06,5.03E-07,0.043856237,3.36E-08,5.46E-09,0.000466585,0,0,0,0,0,0,0.607056121,0.502776614,0.731879248,0.600744873,0.351474023,0.803775742,0.978740331,0.954064008,0.987078201,0,0,0,0.108043852,0.046274493,0.228675141,0.353712772,0.153752072,0.606657317,0.000503208,0.000156963,0.001093923,0,0,0,0.020904379,0.017595746,0.027331858,4.57E-07,5.28E-08,0.005151822,1.62E-07,2.50E-08,0.002178816,0.848141033,0.767261315,0.916975628,0.107895267,0.048536533,0.179290504
